locus_tag,state,TB.state,TY.state,GR.state,ICE.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ins_index.WTES,ins_index.WTTB,ins_index.WTTY,ins_index.WTGR,ins_index.NSES,ins_index.NSTB,ins_index.NSTY,ins_index.NSGR
R7A2020_26945,NE,NE,NE,NE,NA,NA,DUF3422 family protein,NA,NA,NA,S,Protein of unknown function (DUF3422),R7A2020_26945,5495299,5496621,1323,-1,0.185,0.083,0.058,0.044,0.195,0.087,0.06,0.06
R7A2020_26950,NE,NE,NE,NE,NA,NA,FCD domain-containing protein,K05799,"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex",pdhR,K,transcriptional,R7A2020_26950,5496831,5497634,804,1,0.135,0.048,0.047,0.038,0.17,0.08,0.056,0.06
R7A2020_26955,NE,NE,NE,NE,NA,NA,alpha-hydroxy-acid oxidizing protein,K00101,L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3],lldD,C,Dehydrogenase,R7A2020_26955,5497659,5498795,1137,1,0.162,0.076,0.053,0.044,0.169,0.073,0.054,0.053
R7A2020_26960,NE,NE,NE,NE,NA,NA,serine/threonine protein phosphatase,K07313,serine/threonine protein phosphatase 1 [EC:3.1.3.16],NA,T,Calcineurin-like phosphoesterase,R7A2020_26960,5498833,5499600,768,1,0.08,0.028,0.029,0.023,0.067,0.032,0.018,0.02
R7A2020_26965,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26965,5499646,5499786,141,-1,0.133,0.042,0.058,0.025,0.142,0.05,0.042,0.058
R7A2020_26970,NE,NE,NE,NE,NA,NA,GMP synthase,K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],guaA1,F,glutamine amidotransferase,R7A2020_26970,5500068,5500766,699,-1,0.153,0.059,0.054,0.034,0.161,0.069,0.045,0.044
R7A2020_26975,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26975,5500855,5501502,648,1,0.176,0.083,0.071,0.058,0.167,0.074,0.06,0.043
R7A2020_26980,NE,NE,NE,NE,NA,NA,16S rRNA (uracil(1498)-N(3))-methyltransferase,K09761,16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193],rsmE,J,Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit,R7A2020_26980,5501534,5502268,735,1,0.136,0.058,0.058,0.043,0.16,0.067,0.051,0.051
R7A2020_26985,CORE-ES,CORE-ES,CORE-ES,CORE-ES,NA,H,glutamate--cysteine ligase,K01919,glutamate--cysteine ligase [EC:6.3.2.2],gshA,H,glutamate--cysteine ligase,R7A2020_26985,5502458,5503831,1374,1,0.021,0.005,0.004,0.005,0.019,0.005,0.007,0.003
R7A2020_26990,NE,NE,NE,NE,NA,NA,DUF937 domain-containing protein,NA,NA,NA,S,Bacterial protein of unknown function (DUF937),R7A2020_26990,5503921,5504931,1011,1,0.162,0.058,0.053,0.026,0.147,0.053,0.048,0.035
R7A2020_26995,NE,NE,NE,NE,NA,NA,DUF1127 domain-containing protein,NA,NA,NA,S,Domain of unknown function (DUF1127),R7A2020_26995,5505103,5505393,291,-1,0.129,0.04,0.048,0.028,0.113,0.052,0.028,0.028
R7A2020_27000,NE,NE,NE,NE,NA,NA,LysR family transcriptional regulator,NA,NA,dgdR,K,transcriptional regulator,R7A2020_27000,5505571,5506527,957,1,0.207,0.098,0.072,0.045,0.217,0.083,0.076,0.072
R7A2020_27005,NE,TB-ES,TY-ES,NE,NA,L,exodeoxyribonuclease VII large subunit,K03601,exodeoxyribonuclease VII large subunit [EC:3.1.11.6],xseA,L,"Bidirectionally degrades single-stranded DNA into large acid-insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides",R7A2020_27005,5506579,5508144,1566,1,0.059,0.012,0.017,0.029,0.062,0.013,0.014,0.037
R7A2020_27010,NE,NE,NE,NE,NA,NA,P1 family peptidase,K01266,D-aminopeptidase [EC:3.4.11.19],NA,EQ,Peptidase family S58,R7A2020_27010,5508147,5509283,1137,1,0.156,0.07,0.058,0.039,0.163,0.074,0.036,0.036
R7A2020_27015,NE,NE,TY-GD,GR-GD,NA,DUFF,DUF768 domain-containing protein,NA,NA,NA,NA,NA,R7A2020_27015,5509344,5509595,252,-1,0.07,0.028,0.028,0.005,0.065,0.028,0.005,0.019
R7A2020_27020,NE,NE,NE,NE,NA,NA,SDR family NAD(P)-dependent oxidoreductase,NA,NA,NA,IQ,Short-chain dehydrogenase reductase sdr,R7A2020_27020,5509986,5510675,690,-1,0.16,0.06,0.049,0.034,0.165,0.053,0.044,0.043
R7A2020_27025,NE,NE,NE,NE,NA,NA,isopenicillin N synthase family oxygenase,NA,NA,efe,C,Belongs to the iron ascorbate-dependent oxidoreductase family,R7A2020_27025,5510975,5511994,1020,-1,0.127,0.05,0.045,0.028,0.155,0.059,0.043,0.053
R7A2020_27030,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27030,5512586,5513635,1050,1,0.157,0.073,0.056,0.034,0.158,0.075,0.053,0.053
R7A2020_27035,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27035,5513668,5514960,1293,1,0.168,0.081,0.051,0.039,0.176,0.075,0.059,0.055
R7A2020_27040,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27040,5515038,5516732,1695,1,0.169,0.064,0.055,0.047,0.174,0.075,0.047,0.053
R7A2020_27045,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27045,5516756,5517430,675,1,0.141,0.063,0.049,0.035,0.148,0.056,0.042,0.045
R7A2020_27050,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27050,5517519,5518622,1104,1,0.129,0.061,0.05,0.033,0.122,0.037,0.045,0.045
R7A2020_27055,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27055,5518653,5519489,837,1,0.157,0.058,0.053,0.048,0.154,0.058,0.052,0.055
R7A2020_27060,NE,NE,NE,NE,NA,NA,DUF4438 domain-containing protein,NA,NA,NA,S,Domain of unknown function (DUF4438),R7A2020_27060,5519486,5520520,1035,1,0.204,0.101,0.06,0.048,0.2,0.091,0.065,0.056
R7A2020_27065,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27065,5520565,5521266,702,1,0.162,0.074,0.047,0.06,0.137,0.062,0.055,0.04
R7A2020_27070,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27070,5521283,5521639,357,1,0.21,0.082,0.075,0.052,0.174,0.075,0.085,0.056
R7A2020_27075,NE,NE,NE,NE,NA,NA,serine protease,K01318,glutamyl endopeptidase [EC:3.4.21.19],NA,E,Trypsin-like serine protease,R7A2020_27075,5521636,5522451,816,1,0.163,0.072,0.06,0.043,0.173,0.065,0.058,0.062
R7A2020_27080,NE,NE,NE,NE,NA,NA,helix-turn-helix transcriptional regulator,NA,NA,NA,K,"helix_turn_helix, Lux Regulon",R7A2020_27080,5522635,5523123,489,1,0.103,0.029,0.036,0.046,0.096,0.034,0.036,0.022
R7A2020_27085,NE,NE,NE,NE,NA,NA,FAD-binding oxidoreductase,NA,NA,NA,C,Berberine and berberine like,R7A2020_27085,5523395,5524834,1440,-1,0.139,0.058,0.044,0.043,0.128,0.048,0.053,0.038
R7A2020_27090,NE,NE,NE,NE,NA,NA,carboxymuconolactone decarboxylase family protein,NA,NA,NA,S,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,R7A2020_27090,5525107,5525583,477,1,0.14,0.059,0.044,0.025,0.138,0.061,0.049,0.034
R7A2020_27095,NE,NE,NE,NE,NA,NA,sigma-70 family RNA polymerase sigma factor,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",sigJ,K,Belongs to the sigma-70 factor family,R7A2020_27095,5525583,5526440,858,1,0.142,0.059,0.047,0.037,0.155,0.066,0.036,0.048
R7A2020_27100,NE,NE,NE,NE,NA,NA,mannonate dehydratase,K01686,mannonate dehydratase [EC:4.2.1.8],uxuA,G,Catalyzes the dehydration of D-mannonate,uxuA,5526599,5527783,1185,-1,0.143,0.051,0.055,0.041,0.13,0.038,0.047,0.045
R7A2020_27105,NE,NE,NE,NE,NA,NA,FadR family transcriptional regulator,NA,NA,NA,K,FCD,R7A2020_27105,5527951,5528703,753,1,0.14,0.05,0.064,0.042,0.134,0.048,0.047,0.05
R7A2020_27110,NE,NE,NE,NE,NA,NA,SDR family oxidoreductase,NA,NA,NA,IQ,KR domain,R7A2020_27110,5528696,5529481,786,1,0.151,0.055,0.049,0.046,0.151,0.067,0.021,0.055
R7A2020_27115,NE,NE,NE,NE,NA,NA,alpha-ketoglutarate-dependent dioxygenase AlkB,NA,NA,NA,L,Alkylated DNA repair protein,R7A2020_27115,5529505,5530119,615,-1,0.12,0.034,0.052,0.031,0.139,0.046,0.05,0.036
R7A2020_27120,NE,NE,NE,NE,NA,NA,KTSC domain-containing protein,NA,NA,NA,S,KTSC domain,R7A2020_27120,5530258,5530458,201,1,0.135,0.053,0.047,0.029,0.111,0.041,0.035,0.035
R7A2020_27125,NE,NE,NE,NE,NA,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Dehydrogenase,R7A2020_27125,5530538,5531503,966,1,0.122,0.041,0.046,0.044,0.099,0.027,0.034,0.043
R7A2020_27130,NE,NE,NE,NE,NA,NA,HAD-IIB family hydrolase,K22223,phosphoglycolate phosphatase [EC:3.1.3.18],NA,S,"TIGRFAM HAD-superfamily hydrolase, subfamily IIB",R7A2020_27130,5531514,5533226,1713,1,0.139,0.056,0.049,0.031,0.129,0.048,0.04,0.041
R7A2020_27135,NE,NE,NE,NE,NA,NA,plasmid stabilization protein,NA,NA,NA,S,Plasmid stabilization,R7A2020_27135,5533328,5533645,318,1,0.121,0.044,0.026,0.026,0.125,0.059,0.04,0.04
R7A2020_27140,NE,NE,NE,NE,NA,NA,DNA-binding protein,K06934,uncharacterized protein,NA,S,DNA-binding protein with PD1-like DNA-binding motif,R7A2020_27140,5533702,5534145,444,1,0.132,0.056,0.05,0.021,0.132,0.042,0.045,0.04
R7A2020_27145,NE,NE,NE,NE,NA,NA,DUF763 domain-containing protein,K09003,uncharacterized protein,MA20_26605,S,Protein of unknown function (DUF763),R7A2020_27145,5534181,5535443,1263,-1,0.128,0.053,0.053,0.029,0.137,0.053,0.036,0.042
R7A2020_27150,NE,NE,NE,NE,NA,NA,cysteine hydrolase,NA,NA,NA,Q,"isochorismatase, hydrolase",R7A2020_27150,5535545,5536153,609,-1,0.118,0.037,0.048,0.035,0.11,0.039,0.048,0.035
R7A2020_27155,NE,NE,NE,NE,NA,NA,response regulator transcription factor,K15012,"two-component system, response regulator RegA",MA20_39985,T,"Bacterial regulatory protein, Fis family",R7A2020_27155,5536471,5537007,537,-1,0.076,0.039,0.02,0.015,0.09,0.037,0.022,0.024
R7A2020_27160,NE,NE,NE,NE,NA,NA,HAMP domain-containing histidine kinase,K15011,"two-component system, sensor histidine kinase RegB [EC:2.7.13.3]",regB,T,Histidine kinase-like ATPases,R7A2020_27160,5536997,5538349,1353,-1,0.099,0.033,0.04,0.02,0.091,0.035,0.029,0.03
R7A2020_27165,NE,NE,NE,NE,NA,S,SURF1 family protein,K14998,surfeit locus 1 family protein,surF,S,SURF1 family,R7A2020_27165,5538346,5539161,816,-1,0.094,0.035,0.033,0.013,0.095,0.037,0.026,0.036
R7A2020_27170,NE,NE,NE,NE,NA,NA,cytochrome o ubiquinol oxidase subunit IV,K02300,cytochrome o ubiquinol oxidase subunit IV,cyoD,C,cytochrome C oxidase subunit IV,cyoD,5539158,5539535,378,-1,0.139,0.071,0.031,0.046,0.211,0.099,0.043,0.065
R7A2020_27175,NE,NE,NE,NE,NA,NA,cytochrome o ubiquinol oxidase subunit III,K02299,cytochrome o ubiquinol oxidase subunit III,cyoC,C,"PFAM cytochrome c oxidase, subunit III",cyoC,5539532,5540158,627,-1,0.135,0.058,0.047,0.024,0.12,0.06,0.034,0.03
R7A2020_27180,NE,NE,NE,NE,NA,NA,cytochrome o ubiquinol oxidase subunit I,K02298,cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3],cyoB,C,Belongs to the heme-copper respiratory oxidase family,cyoB,5540168,5542165,1998,-1,0.106,0.042,0.03,0.029,0.115,0.042,0.032,0.04
R7A2020_27185,NE,NE,NE,NE,NA,NA,ubiquinol oxidase subunit II,K02297,cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],qoxA,C,cytochrome c oxidase subunit II,cyoA,5542176,5543357,1182,-1,0.132,0.055,0.039,0.042,0.149,0.06,0.043,0.059
R7A2020_27190,NE,NE,NE,NE,NA,NA,MHS family MFS transporter,NA,NA,yhjE,EGP,Sugar (and other) transporter,R7A2020_27190,5543573,5544895,1323,1,0.114,0.043,0.038,0.03,0.131,0.045,0.028,0.04
R7A2020_27195,NE,NE,NE,NE,NA,NA,NADP-dependent oxidoreductase,K23256,NADPH-dependent curcumin reductase [EC:1.3.1.-],yncB,S,N-terminal domain of oxidoreductase,R7A2020_27195,5544935,5545954,1020,-1,0.125,0.051,0.048,0.033,0.126,0.054,0.038,0.04
R7A2020_27200,NE,NE,NE,NE,NA,NA,MFS transporter,NA,NA,NA,EGP,Major facilitator superfamily,R7A2020_27200,5546058,5547587,1530,-1,0.107,0.047,0.031,0.022,0.145,0.058,0.045,0.038
R7A2020_27205,NE,NE,NE,NE,NA,NA,winged helix-turn-helix transcriptional regulator,NA,NA,NA,K,Transcriptional,R7A2020_27205,5547706,5548344,639,1,0.136,0.051,0.057,0.031,0.136,0.046,0.051,0.046
R7A2020_27210,NE,TB-GD,NE,NE,NA,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_27210,5549086,5549298,213,1,0.055,0.016,0.022,0.016,0.093,0.016,0.033,0.033
R7A2020_27215,NE,NE,NE,NE,NA,NA,type II secretion system secretin GspD,K02453,general secretion pathway protein D,gspD,NU,Bacterial type II/III secretion system short domain,gspD,5549581,5551707,2127,1,0.16,0.066,0.059,0.039,0.166,0.061,0.04,0.051
R7A2020_27220,NE,NE,NE,NE,NA,NA,prepilin peptidase,NA,NA,gspO,NOU,Belongs to the peptidase A24 family,R7A2020_27220,5551713,5552204,492,1,0.126,0.041,0.033,0.033,0.141,0.053,0.043,0.038
R7A2020_27225,NE,NE,NE,NE,NA,NA,type II secretion system major pseudopilin GspG,K02456,general secretion pathway protein G,gspG,U,"Type II secretion system (T2SS), protein G",gspG,5552207,5552674,468,1,0.155,0.068,0.045,0.03,0.163,0.083,0.028,0.06
R7A2020_27230,NE,NE,NE,NE,NA,NA,general secretion pathway protein GspJ,K02459,general secretion pathway protein J,NA,S,Prokaryotic N-terminal methylation motif,R7A2020_27230,5552694,5553305,612,-1,0.113,0.046,0.04,0.021,0.119,0.036,0.038,0.042
R7A2020_27235,NE,NE,NE,NE,NA,NA,prepilin-type N-terminal cleavage/methylation domain-containing protein,NA,NA,xpsJ,U,General secretion pathway protein,R7A2020_27235,5553410,5553784,375,-1,0.122,0.063,0.047,0.019,0.144,0.069,0.031,0.031
R7A2020_27240,NE,NE,NE,NE,NA,NA,prepilin-type N-terminal cleavage/methylation domain-containing protein,NA,NA,comGD,NU,Prokaryotic N-terminal methylation motif,R7A2020_27240,5553766,5554239,474,-1,0.124,0.057,0.04,0.035,0.124,0.054,0.04,0.022
R7A2020_27245,NE,NE,NE,NE,NA,NA,type II secretion system F family protein,NA,NA,xpsF,NU,"Type II secretion system (T2SS), protein F",R7A2020_27245,5554236,5555453,1218,-1,0.13,0.051,0.05,0.026,0.143,0.064,0.04,0.048
R7A2020_27250,NE,NE,NE,NE,NA,NA,type II/IV secretion system protein,NA,NA,xpsE,NU,"Type II secretion system (T2SS), protein E, N-terminal domain",R7A2020_27250,5555453,5557096,1644,-1,0.155,0.061,0.051,0.038,0.16,0.069,0.037,0.047
R7A2020_27255,NE,NE,NE,NE,NA,NA,general secretion pathway protein GspK,K02460,general secretion pathway protein K,VP0659,U,type II secretion system protein K,R7A2020_27255,5557093,5558079,987,-1,0.123,0.042,0.061,0.032,0.15,0.057,0.045,0.038
R7A2020_27260,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27260,5558016,5558591,576,-1,0.177,0.084,0.059,0.035,0.161,0.051,0.057,0.061
R7A2020_27265,NE,NE,NE,NE,NA,NA,general secretion pathway protein GspM,NA,NA,NA,S,"Type II secretion system (T2SS), protein M subtype b",R7A2020_27265,5558588,5559181,594,-1,0.132,0.049,0.055,0.04,0.119,0.057,0.036,0.04
R7A2020_27270,NE,NE,NE,NE,NA,NA,fimbrial assembly protein,NA,NA,xpsL,NU,PFAM Fimbrial assembly family protein,R7A2020_27270,5559184,5560233,1050,-1,0.16,0.076,0.049,0.039,0.157,0.059,0.058,0.06
R7A2020_27275,NE,NE,NE,NE,NA,NA,beta-lactamase family protein,NA,NA,estC,V,COG1680 Beta-lactamase class C and other penicillin binding proteins,R7A2020_27275,5560458,5561585,1128,-1,0.145,0.059,0.054,0.034,0.169,0.065,0.053,0.063
R7A2020_27280,NE,NE,NE,NE,NA,NA,proline racemase family protein,K22548,trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77],NA,E,Belongs to the proline racemase family,R7A2020_27280,5561748,5562788,1041,-1,0.182,0.081,0.054,0.041,0.167,0.061,0.053,0.046
R7A2020_27285,NE,NE,NE,NE,NA,NA,dihydrodipicolinate synthase family protein,K21062,1-pyrroline-4-hydroxy-2-carboxylate deaminase [EC:3.5.4.22],NA,EM,Dihydrodipicolinate synthetase family,R7A2020_27285,5562897,5563859,963,1,0.149,0.067,0.046,0.032,0.166,0.076,0.054,0.04
R7A2020_27290,NE,NE,NE,NE,NA,NA,SDR family oxidoreductase,K18609,pyridoxal 4-dehydrogenase [EC:1.1.1.107],NA,IQ,KR domain,R7A2020_27290,5563932,5564678,747,-1,0.137,0.042,0.06,0.046,0.146,0.055,0.061,0.047
R7A2020_27295,NE,NE,NE,NE,NA,NA,alanine--glyoxylate aminotransferase family protein,K18608,pyridoxamine---pyruvate transaminase [EC:2.6.1.30],aspC2,E,Aminotransferase,R7A2020_27295,5564717,5565895,1179,-1,0.133,0.059,0.049,0.03,0.16,0.059,0.051,0.037
R7A2020_27300,NE,NE,NE,NE,NA,NA,N-acyl homoserine lactonase family protein,K18610,4-pyridoxolactonase [EC:3.1.1.27],hagH,S,Metallo-beta-lactamase superfamily,R7A2020_27300,5565921,5566727,807,-1,0.106,0.028,0.042,0.033,0.124,0.032,0.041,0.041
R7A2020_27305,NE,NE,NE,NE,NA,NA,ABC transporter permease,K23536,general nucleoside transport system permease protein,rbsC-2,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_27305,5566775,5567710,936,-1,0.139,0.049,0.046,0.043,0.139,0.051,0.046,0.044
R7A2020_27310,NE,NE,NE,NE,NA,NA,ABC transporter permease,K23535,general nucleoside transport system permease protein,NA,S,Belongs to the binding-protein-dependent transport system permease family,R7A2020_27310,5567714,5568811,1098,-1,0.135,0.046,0.049,0.032,0.142,0.048,0.043,0.056
R7A2020_27315,NE,NE,NE,NE,NA,NA,ABC transporter ATP-binding protein,K23537,general nucleoside transport system ATP-binding protein,NA,S,ATPases associated with a variety of cellular activities,R7A2020_27315,5568808,5570376,1569,-1,0.148,0.057,0.049,0.037,0.148,0.07,0.047,0.037
R7A2020_27320,NE,NE,NE,NE,NA,NA,BMP family ABC transporter substrate-binding protein,K07335,basic membrane protein A and related proteins,NA,S,ABC transporter substrate-binding protein PnrA-like,R7A2020_27320,5570455,5571483,1029,-1,0.112,0.048,0.031,0.03,0.114,0.046,0.032,0.037
R7A2020_27325,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_27325,5571555,5572010,456,1,0.159,0.067,0.064,0.026,0.159,0.054,0.041,0.041
R7A2020_27330,NE,NE,NE,NE,NA,NA,ABC transporter substrate-binding protein,K02051,NitT/TauT family transport system substrate-binding protein,NA,P,COG0715 ABC-type nitrate sulfonate bicarbonate transport systems periplasmic components,R7A2020_27330,5572045,5573055,1011,-1,0.134,0.053,0.047,0.04,0.137,0.049,0.055,0.044
R7A2020_27335,NE,NE,NE,NE,NA,NA,ABC transporter permease,K02050,NitT/TauT family transport system permease protein,NA,P,ABC-type nitrate sulfonate bicarbonate transport system permease component,R7A2020_27335,5573089,5573916,828,-1,0.14,0.052,0.052,0.044,0.135,0.04,0.043,0.058
R7A2020_27340,NE,NE,NE,NE,NA,NA,ABC transporter ATP-binding protein,K02049,NitT/TauT family transport system ATP-binding protein,NA,P,ATPases associated with a variety of cellular activities,R7A2020_27340,5573913,5574743,831,-1,0.136,0.045,0.054,0.024,0.14,0.05,0.051,0.034
R7A2020_27345,NE,NE,NE,NE,NA,NA,3-hydroxyacyl-CoA dehydrogenase family protein,K18612,5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase [EC:1.2.1.100],NA,I,"3-hydroxyacyl-CoA dehydrogenase, C-terminal domain",R7A2020_27345,5574874,5575803,930,-1,0.149,0.057,0.053,0.046,0.139,0.053,0.039,0.044
R7A2020_27350,NE,NE,NE,NE,NA,NA,choline dehydrogenase,K18611,4-pyridoxate dehydrogenase [EC:1.1.99.42],betA,E,GMC oxidoreductase,R7A2020_27350,5575800,5577431,1632,-1,0.137,0.048,0.052,0.045,0.146,0.049,0.06,0.046
R7A2020_27355,NE,NE,NE,NE,NA,NA,class II aldolase/adducin family protein,K18613,"3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase [EC:4.1.1.51]",NA,G,Class II aldolase,R7A2020_27355,5577543,5578265,723,-1,0.111,0.037,0.042,0.037,0.094,0.041,0.026,0.033
R7A2020_27360,NE,NE,NE,NE,NA,NA,YbhB/YbcL family Raf kinase inhibitor-like protein,NA,NA,NA,S,Phosphatidylethanolamine-binding protein,R7A2020_27360,5578335,5578793,459,-1,0.115,0.051,0.036,0.046,0.115,0.046,0.031,0.043
R7A2020_27365,NE,NE,NE,NE,NA,NA,amino acid synthesis family protein,NA,NA,NA,S,Amino acid synthesis,R7A2020_27365,5578823,5579413,591,-1,0.107,0.046,0.036,0.022,0.089,0.044,0.024,0.022
R7A2020_27370,NE,NE,NE,NE,NA,NA,FAD-dependent monooxygenase,K18071,2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase [EC:1.14.13.242],NA,CH,FAD binding domain,R7A2020_27370,5579483,5580622,1140,-1,0.122,0.041,0.056,0.027,0.136,0.038,0.044,0.04
R7A2020_27375,NE,NE,NE,NE,NA,NA,alpha/beta hydrolase,K18614,2-(acetamidomethylene)succinate hydrolase [EC:3.5.1.29],NA,S,"Serine aminopeptidase, S33",R7A2020_27375,5580665,5581501,837,-1,0.143,0.052,0.049,0.034,0.14,0.049,0.046,0.05
R7A2020_27380,NE,NE,TY-GD,GR-GD,NA,K,GntR family transcriptional regulator,K05799,"GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex",NA,K,FCD,R7A2020_27380,5581683,5582354,672,1,0.066,0.028,0.023,0.017,0.068,0.033,0.014,0.014
R7A2020_27385,NE,NE,NE,NE,NA,NA,GMC family oxidoreductase,K18607,pyridoxine 4-oxidase [EC:1.1.3.12],pno,E,GMC oxidoreductase,R7A2020_27385,5582486,5584048,1563,1,0.137,0.047,0.056,0.039,0.139,0.044,0.045,0.049
R7A2020_27390,NE,NE,NE,NE,NA,NA,bile acid:sodium symporter,K14347,"solute carrier family 10 (sodium/bile acid cotransporter), member 7",yfeH,S,SBF-like CPA transporter family (DUF4137),R7A2020_27390,5584045,5585046,1002,-1,0.106,0.035,0.052,0.026,0.11,0.036,0.049,0.042
R7A2020_27395,NE,NE,NE,NE,NA,NA,LysR family transcriptional regulator,NA,NA,NA,K,LysR substrate binding domain,R7A2020_27395,5585137,5585985,849,1,0.148,0.046,0.051,0.047,0.127,0.047,0.051,0.04
R7A2020_27400,NE,NE,NE,NE,NA,NA,GntR family transcriptional regulator,K22293,"GntR family transcriptional regulator, rspAB operon transcriptional repressor",NA,K,FCD,R7A2020_27400,5586240,5586914,675,1,0.106,0.023,0.052,0.031,0.13,0.035,0.049,0.056
R7A2020_27405,NE,NE,NE,NE,NA,NA,Lrp/AsnC family transcriptional regulator,NA,NA,NA,K,helix_turn_helix ASNC type,R7A2020_27405,5587127,5587567,441,-1,0.109,0.035,0.045,0.016,0.12,0.027,0.056,0.035
R7A2020_27410,NE,NE,NE,NE,NA,NA,arginase,K01476,arginase [EC:3.5.3.1],rocF,E,Belongs to the arginase family,rocF,5587702,5588634,933,1,0.127,0.053,0.044,0.028,0.156,0.054,0.048,0.043
R7A2020_27415,NE,NE,NE,NE,NA,NA,ornithine cyclodeaminase,K01750,ornithine cyclodeaminase [EC:4.3.1.12],arcB,E,ornithine cyclodeaminase mu-crystallin,R7A2020_27415,5588637,5589692,1056,1,0.129,0.062,0.03,0.033,0.131,0.047,0.04,0.04
R7A2020_27420,NE,NE,NE,NE,NA,NA,glutamine--fructose-6-phosphate transaminase (isomerizing),K00820,glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16],glmS,M,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glmS,5589795,5591618,1824,-1,0.119,0.043,0.047,0.03,0.115,0.044,0.042,0.032
R7A2020_27425,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,D,nuclear chromosome segregation,R7A2020_27425,5592271,5593725,1455,1,0.095,0.028,0.04,0.028,0.102,0.027,0.037,0.04
