locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym
R7A2020_28055,NA,cbb3-type cytochrome oxidase assembly protein CcoS,NA,NA,ccoS,P,Cytochrome oxidase maturation protein,ccoS,5743170,5743325,156,1,FALSE
R7A2020_28060,NA,VIT family protein,K22736,vacuolar iron transporter family protein,NA,S,VIT family,R7A2020_28060,5743745,5744440,696,-1,FALSE
R7A2020_28065,NA,FMN-binding protein,NA,NA,NA,S,FMN_bind,R7A2020_28065,5744651,5745502,852,1,FALSE
R7A2020_28070,NA,FAD:protein FMN transferase,K03734,FAD:protein FMN transferase [EC:2.7.1.180],apbE,H,Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein,R7A2020_28070,5745507,5746250,744,1,FALSE
R7A2020_28075,NA,hypothetical protein,NA,NA,NA,C,"NQR2, RnfD, RnfE family",R7A2020_28075,5746247,5747758,1512,1,FALSE
R7A2020_28080,NA,HAMP domain-containing histidine kinase,K07637,"two-component system, OmpR family, sensor histidine kinase PhoQ [EC:2.7.13.3]",NA,T,GHKL domain,R7A2020_28080,5747766,5749109,1344,-1,FALSE
R7A2020_28085,NA,response regulator transcription factor,NA,NA,NA,T,"Transcriptional regulatory protein, C terminal",R7A2020_28085,5749109,5749774,666,-1,FALSE
R7A2020_28090,O,PepSY domain-containing protein,NA,NA,NA,S,Peptidase propeptide and YPEB domain,R7A2020_28090,5749774,5750100,327,-1,FALSE
R7A2020_28095,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28095,5750229,5750462,234,1,FALSE
R7A2020_28100,NA,DUF2231 domain-containing protein,NA,NA,NA,E,Membrane,R7A2020_28100,5750596,5751063,468,1,FALSE
R7A2020_28105,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_28105,5751197,5751894,698,1,FALSE
R7A2020_28110,HYP,hypothetical protein,NA,NA,pltP,E,lysine exporter protein (LysE YggA),R7A2020_28110,5752010,5752558,549,-1,FALSE
R7A2020_28115,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28115,5752668,5752937,270,-1,FALSE
R7A2020_28120,NA,magnesium-translocating P-type ATPase,K01531,P-type Mg2+ transporter [EC:7.2.2.14],mgtA,P,"Cation transporting ATPase, C-terminus",mgtA,5753052,5755739,2688,-1,FALSE
R7A2020_28125,NA,universal stress protein,NA,NA,NA,T,PFAM UspA domain protein,R7A2020_28125,5755670,5756479,810,-1,FALSE
R7A2020_28130,NA,PAS domain S-box protein,K14986,"two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]",fixL,T,Histidine kinase,R7A2020_28130,5756663,5758219,1557,1,FALSE
R7A2020_28135,NA,response regulator transcription factor FixJ,K14987,"two-component system, LuxR family, response regulator FixJ",fixJ,K,PFAM response regulator receiver,R7A2020_28135,5758206,5758820,615,1,FALSE
R7A2020_28140,NA,cytochrome c,NA,NA,NA,C,cytochrome C,R7A2020_28140,5759188,5759529,342,-1,FALSE
R7A2020_28145,NA,phasin family protein,NA,NA,NA,NA,NA,R7A2020_28145,5759566,5759991,426,-1,FALSE
R7A2020_28150,NA,5-aminolevulinate synthase,K00643,5-aminolevulinate synthase [EC:2.3.1.37],hemA,E,5-aminolevulinic acid synthase,hemA,5760248,5761525,1278,1,FALSE
R7A2020_28155,NA,DUF2267 domain-containing protein,NA,NA,NA,S,Uncharacterized conserved protein (DUF2267),R7A2020_28155,5761598,5762023,426,1,FALSE
R7A2020_28160,NA,phosphoribosyltransferase,K07100,putative phosphoribosyl transferase,NA,S,Phosphoribosyl transferase domain,R7A2020_28160,5762027,5762734,708,1,FALSE
R7A2020_28165,NA,pyridoxamine 5'-phosphate oxidase family protein,K07005,uncharacterized protein,NA,S,Pyridoxamine 5'-phosphate oxidase,R7A2020_28165,5762734,5763180,447,1,FALSE
R7A2020_28170,NA,universal stress protein,NA,NA,NA,T,Universal stress protein,R7A2020_28170,5763256,5764092,837,-1,FALSE
R7A2020_28175,NA,cytochrome c,NA,NA,NA,C,"COG2010 Cytochrome c, mono- and diheme variants",R7A2020_28175,5764268,5764666,399,1,FALSE
R7A2020_28180,NA,AAA family ATPase,K07028,uncharacterized protein,NA,S,Zeta toxin,R7A2020_28180,5764720,5766273,1554,1,FALSE
R7A2020_28185,NA,bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase,K09181,acetyltransferase,MA20_38090,CJ,COG1042 Acyl-CoA synthetase (NDP forming),R7A2020_28185,5766293,5768974,2682,-1,FALSE
R7A2020_28190,NA,heavy metal translocating P-type ATPase,NA,NA,cadA,P,E1-E2 ATPase,R7A2020_28190,5769141,5770994,1854,1,FALSE
R7A2020_28195,NA,thioredoxin TrxC,K03672,thioredoxin 2 [EC:1.8.1.8],trxC,O,Thioredoxin,trxC,5771022,5771471,450,1,FALSE
R7A2020_28200,NA,MgtC/SapB family protein,NA,NA,NA,S,Domain of unknown function (DUF4010),R7A2020_28200,5771486,5772739,1254,1,FALSE
R7A2020_28205,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28205,5772825,5773211,387,1,FALSE
R7A2020_28210,NA,NAD(P)H-dependent oxidoreductase,K00355,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],NA,S,NADPH-dependent FMN reductase,R7A2020_28210,5773244,5773834,591,1,FALSE
R7A2020_28215,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28215,5773953,5774405,453,-1,FALSE
R7A2020_28220,NA,pyridoxamine 5'-phosphate oxidase family protein,NA,NA,NA,S,Pfam:Pyridox_oxidase,R7A2020_28220,5774930,5775382,453,-1,FALSE
R7A2020_28225,NA,SRPBCC family protein,NA,NA,NA,NA,NA,R7A2020_28225,5775864,5776376,513,-1,FALSE
R7A2020_28230,NA,protein kinase,K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],MA20_09295,KLT,serine threonine protein kinase,R7A2020_28230,5776619,5778082,1464,-1,FALSE
R7A2020_28235,NA,metallophosphoesterase family protein,NA,NA,NA,T,Calcineurin-like phosphoesterase superfamily domain,R7A2020_28235,5778049,5778792,744,-1,FALSE
R7A2020_28240,NA,hypothetical protein,K16565,exopolysaccharide production repressor protein,NA,NA,NA,R7A2020_28240,5778880,5779128,249,-1,FALSE
R7A2020_28245,NA,helix-turn-helix domain-containing protein,K15861,"CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein",fixK,K,#NAME?,R7A2020_28245,5779343,5779990,648,1,FALSE
R7A2020_28250,NA,GNAT family N-acetyltransferase,NA,NA,yfiQ,K,Acetyltransferase (GNAT) family,R7A2020_28250,5780062,5780577,516,1,FALSE
R7A2020_28255,NA,acetate/propionate family kinase,K00925,acetate kinase [EC:2.7.2.1],ackA,C,Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction,R7A2020_28255,5780578,5781786,1209,-1,FALSE
R7A2020_28260,NA,phosphoketolase family protein,K01621,xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22],xfp,G,D-xylulose 5-phosphate D-fructose 6-phosphate phosphoketolase,R7A2020_28260,5781838,5784261,2424,-1,FALSE
R7A2020_28265,NA,MBL fold metallo-hydrolase,K07576,metallo-beta-lactamase family protein,NA,J,Beta-Casp domain,R7A2020_28265,5784387,5785994,1608,-1,FALSE
R7A2020_28270,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_28270,5786004,5786246,243,-1,FALSE
R7A2020_28275,J,NA,NA,NA,NA,NA,NA,R7A2020_28275,5786807,5786883,77,-1,FALSE
R7A2020_28280,NA,phasin,NA,NA,NA,S,Phasin protein,R7A2020_28280,5787239,5787697,459,-1,FALSE
R7A2020_28285,S,PAS domain S-box protein,NA,NA,pdhS,T,Histidine kinase,R7A2020_28285,5787948,5791994,4047,1,FALSE
R7A2020_28290,NA,acetoacetate--CoA ligase,K01907,acetoacetyl-CoA synthetase [EC:6.2.1.16],acsA,I,COG0365 Acyl-coenzyme A synthetases AMP-(fatty) acid ligases,R7A2020_28290,5792241,5794199,1959,-1,FALSE
R7A2020_28295,S,AsmA family protein,NA,NA,asmA,M,protein involved in outer membrane biogenesis,R7A2020_28295,5794397,5796250,1854,1,FALSE
R7A2020_28300,NA,ABC transporter permease subunit,K11074,putrescine transport system permease protein,potC,E,"ABC-type spermidine putrescine transport system, permease component II",R7A2020_28300,5796285,5797103,819,-1,FALSE
R7A2020_28305,NA,ABC transporter permease subunit,K11075,putrescine transport system permease protein,potH,E,"ABC-type spermidine putrescine transport system, permease component I",R7A2020_28305,5797100,5798068,969,-1,FALSE
R7A2020_28310,NA,ABC transporter ATP-binding protein,K11076,putrescine transport system ATP-binding protein [EC:7.6.2.16],potA,E,Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system,R7A2020_28310,5798078,5799220,1143,-1,FALSE
R7A2020_28315,NA,polyamine ABC transporter substrate-binding protein,K11073,putrescine transport system substrate-binding protein,potF,E,Required for the activity of the bacterial periplasmic transport system of putrescine,R7A2020_28315,5799301,5800398,1098,-1,FALSE
R7A2020_28320,NA,DMT family transporter,NA,NA,NA,EG,EamA-like transporter family,R7A2020_28320,5800725,5801678,954,-1,FALSE
R7A2020_28325,NA,XRE family transcriptional regulator,K21686,"XRE family transcriptional regulator, fatty acid utilization regulator",NA,K,Transcriptional regulator,R7A2020_28325,5801815,5803263,1449,-1,FALSE
R7A2020_28330,NA,isocitrate lyase,K01637,isocitrate lyase [EC:4.1.3.1],aceA,C,Isocitrate lyase,aceA,5803502,5804791,1290,1,FALSE
R7A2020_28335,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28335,5804849,5805091,243,1,FALSE
R7A2020_28340,T,response regulator,NA,NA,vieS,T,cheY-homologous receiver domain,R7A2020_28340,5805333,5805776,444,1,FALSE
R7A2020_28345,NA,HAD family hydrolase,NA,NA,NA,S,Hydrolase,R7A2020_28345,5805806,5806522,717,-1,FALSE
R7A2020_28350,NA,glutamine synthetase,K01915,glutamine synthetase [EC:6.3.1.2],glnA1,E,glutamine synthetase,R7A2020_28350,5806665,5808101,1437,1,FALSE
R7A2020_28355,NA,FAD-binding oxidoreductase,K09471,gamma-glutamylputrescine oxidase [EC:1.4.3.-],ordL,E,Oxidoreductase,R7A2020_28355,5808232,5809518,1287,1,FALSE
R7A2020_28360,NA,SH3 domain-containing protein,NA,NA,NA,T,Bacterial SH3 domain,R7A2020_28360,5809877,5810752,876,1,FALSE
R7A2020_28365,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis,R7A2020_28365,5810867,5811613,747,-1,FALSE
R7A2020_28370,NA,glucose-6-phosphate dehydrogenase,K00036,glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363],zwf,G,Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone,zwf,5811923,5813392,1470,1,FALSE
R7A2020_28375,G,6-phosphogluconolactonase,K01057,6-phosphogluconolactonase [EC:3.1.1.31],pgl,G,6-phosphogluconolactonase,pgl,5813374,5814090,717,1,FALSE
R7A2020_28380,G,phosphogluconate dehydratase,K01690,phosphogluconate dehydratase [EC:4.2.1.12],edd,EG,Belongs to the IlvD Edd family,R7A2020_28380,5814161,5815984,1824,1,FALSE
R7A2020_28385,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28385,5816006,5816518,513,-1,FALSE
R7A2020_28390,NA,VWA domain-containing protein,K07114,Ca-activated chloride channel homolog,NA,S,"von Willebrand factor, type A",R7A2020_28390,5816656,5818308,1653,-1,FALSE
R7A2020_28395,NA,GlxA family transcriptional regulator,K21826,"AraC family transcriptional regulator, glycine betaine-responsive activator",NA,K,Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain,R7A2020_28395,5818479,5819477,999,-1,FALSE
R7A2020_28400,H,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,K01491,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9],folD,H,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",folD,5819506,5820405,900,-1,FALSE
R7A2020_28405,NA,GumC family protein,NA,NA,NA,M,protein involved in exopolysaccharide biosynthesis,R7A2020_28405,5820588,5823134,2547,-1,FALSE
R7A2020_28410,NA,lipopolysaccharide biosynthesis protein,NA,NA,NA,S,polysaccharide biosynthetic process,R7A2020_28410,5823334,5824629,1296,1,FALSE
R7A2020_28415,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28415,5824753,5825676,924,-1,FALSE
R7A2020_28420,NA,WecB/TagA/CpsF family glycosyltransferase,K05946,N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187],gumM,M,Belongs to the glycosyltransferase 26 family,R7A2020_28420,5825673,5826467,795,-1,FALSE
R7A2020_28425,NA,glycosyltransferase,NA,NA,NA,M,Glycosyl transferases group 1,R7A2020_28425,5826464,5827636,1173,-1,FALSE
R7A2020_28430,NA,glycosyltransferase family 2 protein,NA,NA,exoM,M,Glycosyl transferase family 2,R7A2020_28430,5827808,5828806,999,1,FALSE
R7A2020_28435,NA,O-antigen ligase family protein,K16567,exopolysaccharide production protein ExoQ,NA,M,COG3307 Lipid A core - O-antigen ligase,R7A2020_28435,5828775,5830100,1326,1,FALSE
R7A2020_28440,NA,pyrroline-5-carboxylate reductase,K00286,pyrroline-5-carboxylate reductase [EC:1.5.1.2],proC,E,Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline,R7A2020_28440,5830161,5830976,816,1,FALSE
R7A2020_28445,NA,homoserine dehydrogenase,NA,NA,thrA,E,homoserine dehydrogenase,R7A2020_28445,5830980,5832296,1317,-1,FALSE
R7A2020_28450,NA,multicopper oxidase family protein,K22552,multicopper oxidase [EC:1.16.3.1],cumA,Q,Multicopper oxidase,R7A2020_28450,5832383,5833777,1395,-1,FALSE
R7A2020_28455,NA,DUF882 domain-containing protein,NA,NA,NA,S,PFAM Bacterial protein of,R7A2020_28455,5833920,5835548,1629,-1,FALSE
R7A2020_28460,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28460,5835762,5836904,1143,-1,FALSE
R7A2020_28465,NA,phosphatase PAP2 family protein,NA,NA,NA,I,PAP2 superfamily,R7A2020_28465,5837067,5838053,987,1,FALSE
R7A2020_28470,O,isoprenylcysteine carboxylmethyltransferase family protein,NA,NA,NA,O,Isoprenylcysteine carboxyl methyltransferase (ICMT) family,R7A2020_28470,5838108,5838776,669,-1,FALSE
R7A2020_28475,I,sterol desaturase family protein,NA,NA,NA,I,Fatty acid hydroxylase superfamily,R7A2020_28475,5839004,5839840,837,1,FALSE
R7A2020_28480,NA,prepilin peptidase,NA,NA,NA,OU,Type IV leader peptidase family,R7A2020_28480,5839860,5840390,531,-1,FALSE
R7A2020_28485,NA,tetratricopeptide repeat protein,NA,NA,NA,S,Tetratricopeptide repeat,R7A2020_28485,5840392,5840946,555,-1,FALSE
R7A2020_28490,NA,type II secretion system F family protein,K12511,tight adherence protein C,tadC,NU,type II secretion,R7A2020_28490,5840999,5841955,957,-1,FALSE
R7A2020_28495,NA,type II secretion system F family protein,K12510,tight adherence protein B,NA,U,Type II secretion system,R7A2020_28495,5841964,5842935,972,-1,FALSE
R7A2020_28500,NA,CpaF family protein,K02283,pilus assembly protein CpaF [EC:7.4.2.8],cpaF,U,pilus assembly protein ATPase CpaF,R7A2020_28500,5842935,5844320,1386,-1,FALSE
R7A2020_28505,U,Flp family type IVb pilin,K02651,pilus assembly protein Flp/PilA,pilA,U,PFAM Flp Fap pilin component,R7A2020_28505,5844863,5845048,186,1,FALSE
R7A2020_28510,NA,Flp family type IVb pilin,K02651,pilus assembly protein Flp/PilA,pilA,U,PFAM Flp Fap pilin component,R7A2020_28510,5845168,5845353,186,1,FALSE
R7A2020_28515,NA,Flp pilus assembly protein CpaB,K02279,pilus assembly protein CpaB,cpaB,U,Pilus assembly protein CpaB,cpaB,5845492,5846556,1065,1,FALSE
R7A2020_28520,NA,type II and III secretion system protein family protein,K02280,pilus assembly protein CpaC,cpaC,U,Belongs to the GSP D family,R7A2020_28520,5846611,5848056,1446,1,FALSE
R7A2020_28525,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28525,5848043,5848348,306,1,FALSE
R7A2020_28530,NA,hypothetical protein,NA,NA,NA,U,Putative Flp pilus-assembly TadE/G-like,R7A2020_28530,5848426,5849928,1503,1,FALSE
R7A2020_28535,NA,pilus assembly protein,NA,NA,NA,U,PFAM TadE family protein,R7A2020_28535,5849925,5850476,552,1,FALSE
R7A2020_28540,NA,pilus assembly protein,NA,NA,NA,U,TadE-like protein,R7A2020_28540,5850479,5851114,636,1,FALSE
R7A2020_28545,NA,AAA family ATPase,K02282,pilus assembly protein CpaE,cpaE1,U,Pilus assembly protein,R7A2020_28545,5851111,5852274,1164,1,FALSE
R7A2020_28550,NA,L,NA,NA,NA,S,"L,D-transpeptidase catalytic domain",R7A2020_28550,5852258,5852848,591,1,FALSE
R7A2020_28555,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28555,5852845,5853420,576,1,FALSE
R7A2020_28560,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28560,5853457,5853993,537,-1,FALSE
R7A2020_28565,NA,TolC family protein,K12543,"outer membrane protein, adhesin transport system",aggA,MU,"TIGRFAM type I secretion outer membrane protein, TolC family",R7A2020_28565,5854430,5855878,1449,1,FALSE
R7A2020_28570,NA,type I secretion system permease/ATPase,K12541,"ATP-binding cassette, subfamily C, bacterial LapB",NA,V,Type I secretion system ATPase,R7A2020_28570,5855919,5858051,2133,1,FALSE
R7A2020_28575,NA,HlyD family type I secretion periplasmic adaptor subunit,K12542,"membrane fusion protein, adhesin transport system",NA,M,"TIGRFAM type I secretion membrane fusion protein, HlyD family",R7A2020_28575,5858097,5859386,1290,1,FALSE
R7A2020_28580,NA,ribbon-helix-helix domain-containing protein,NA,NA,NA,S,protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis,R7A2020_28580,5859376,5860017,642,1,FALSE
R7A2020_28585,NA,transglutaminase,NA,NA,NA,S,Transglutaminase-like domain,R7A2020_28585,5860102,5861046,945,-1,FALSE
R7A2020_28590,NA,type I secretion C-terminal target domain-containing protein,NA,NA,NA,Q,Outer membrane adhesin like proteiin,R7A2020_28590,5861369,5869402,8034,1,FALSE
R7A2020_28595,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28595,5869475,5869843,369,1,FALSE
R7A2020_28600,NA,ABC transporter substrate-binding protein,NA,NA,lpoA,M,"COG0683 ABC-type branched-chain amino acid transport systems, periplasmic component",R7A2020_28600,5870173,5871372,1200,1,FALSE
R7A2020_28605,NA,thermonuclease family protein,NA,NA,NA,L,nuclease,R7A2020_28605,5871415,5872113,699,1,FALSE
R7A2020_28610,NA,GGDEF domain-containing protein,NA,NA,NA,T,diguanylate cyclase,R7A2020_28610,5872285,5873025,741,1,FALSE
R7A2020_28615,NA,DUF1326 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1326),R7A2020_28615,5873150,5873788,639,1,FALSE
R7A2020_28620,NA,DUF2182 domain-containing protein,NA,NA,NA,S,Predicted metal-binding integral membrane protein (DUF2182),R7A2020_28620,5873792,5874658,867,1,FALSE
R7A2020_28625,NA,adenylate/guanylate cyclase domain-containing protein,NA,NA,NA,T,"Adenylyl- / guanylyl cyclase, catalytic domain",R7A2020_28625,5874773,5876218,1446,1,FALSE
R7A2020_28630,J,NA,NA,NA,NA,NA,NA,R7A2020_28630,5876309,5876383,75,-1,FALSE
R7A2020_28635,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_28635,5876478,5876723,246,1,FALSE
R7A2020_28640,M,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,K00790,UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7],murA,M,Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine,murA,5876852,5878144,1293,1,FALSE
R7A2020_28645,NA,DUF2948 family protein,NA,NA,MA20_21100,S,Protein of unknown function (DUF2948),R7A2020_28645,5878314,5878745,432,1,FALSE
R7A2020_28650,E,histidinol dehydrogenase,K00013,histidinol dehydrogenase [EC:1.1.1.23],hisD,E,Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine,hisD,5878753,5880045,1293,1,FALSE
R7A2020_28655,S,UPF0262 family protein,NA,NA,MA20_21090,S,Belongs to the UPF0262 family,R7A2020_28655,5880052,5880537,486,1,FALSE
R7A2020_28660,NA,low molecular weight phosphatase family protein,NA,NA,MA20_21085,T,Low molecular weight phosphotyrosine protein phosphatase,R7A2020_28660,5880525,5880995,471,1,FALSE
R7A2020_28665,J,translation initiation factor IF-1,K02518,translation initiation factor IF-1,infA,J,"One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex",infA,5881192,5881410,219,1,FALSE
R7A2020_28670,D,Maf-like protein,K06287,septum formation protein,maf,D,Maf-like protein,R7A2020_28670,5881434,5882060,627,1,FALSE
R7A2020_28675,NA,DNA gyrase inhibitor YacG,K09862,uncharacterized protein,yacG,S,zinc ion binding,yacG,5882057,5882254,198,1,FALSE
