# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* R7A2020_28825       K00407   22.17   46.2   1.4e-12 cytochrome c oxidase cbb3-type subunit IV
* R7A2020_28830       K00405  274.70  312.5   6.8e-94 cytochrome c oxidase cbb3-type subunit II
* R7A2020_28835       K00404  687.57  794.3  1.5e-239 cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
* R7A2020_28850       K02495  294.30  422.7  6.5e-127 oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
* R7A2020_28860       K20533  263.53  441.7  1.8e-132 type IV secretion system protein TrbI
* R7A2020_28865       K20532  167.00  414.7  1.1e-124 type IV secretion system protein TrbG
* R7A2020_28870       K20531   89.13  385.7    3e-116 type IV secretion system protein TrbF
* R7A2020_28875       K07344   77.73  380.3  8.2e-114 type IV secretion system protein TrbL
* R7A2020_28880       K20266   54.43  243.8     1e-72 type IV secretion system protein TrbJ
* R7A2020_28885       K20530  508.80 1319.3         0 type IV secretion system protein TrbE [EC:7.4.2.8]
* R7A2020_28890       K20529   50.67  118.7   8.9e-35 type IV secretion system protein TrbD
* R7A2020_28895       K20528   71.77  154.6   8.6e-46 type IV secretion system protein TrbC
* R7A2020_28900       K20527  291.67  492.2  3.7e-148 type IV secretion system protein TrbB [EC:7.4.2.8]
* R7A2020_28910       K03205  237.33  629.6  2.4e-189 type IV secretion system protein VirD4 [EC:7.4.2.8]
* R7A2020_28935       K02495  294.30  434.9  1.3e-130 oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
* R7A2020_28950       K00820  180.57  759.0  1.6e-228 glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]
* R7A2020_28955       K22955  210.60  285.4   8.5e-86 acyl homoserine lactone synthase [EC:2.3.1.184]
* R7A2020_28960       K01674  217.13  237.9   5.9e-71 carbonic anhydrase [EC:4.2.1.1]
* R7A2020_28970       K05835  169.33  202.9   1.3e-60 threonine efflux protein
* R7A2020_28975       K01714  258.50  261.0   6.5e-78 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* R7A2020_28995       K03196  288.40  338.8  1.1e-101 type IV secretion system protein VirB11 [EC:7.4.2.8]
* R7A2020_29000       K03195  223.73  333.6  7.6e-100 type IV secretion system protein VirB10
* R7A2020_29005       K03204  188.93  237.6   9.5e-71 type IV secretion system protein VirB9
* R7A2020_29010       K03203  138.47  161.3   1.3e-47 type IV secretion system protein VirB8
* R7A2020_29020       K03201   62.60   77.4   3.3e-22 type IV secretion system protein VirB6
* R7A2020_29030       K03199  577.63  854.5  3.2e-257 type IV secretion system protein VirB4 [EC:7.4.2.8]
* R7A2020_29035       K03198   66.27   75.8   9.6e-22 type IV secretion system protein VirB3
* R7A2020_29040       K03197   49.17   79.0   9.9e-23 type IV secretion system protein VirB2
* R7A2020_29045       K03194   64.07  193.3   1.9e-57 type IV secretion system protein VirB1
* R7A2020_29060       K18879  340.07 1218.2         0 type III effector protein XopD
* R7A2020_29065       K03205  237.33  437.4    3e-131 type IV secretion system protein VirD4 [EC:7.4.2.8]
* R7A2020_29075       K03704   82.63  109.1   9.1e-32 cold shock protein
* R7A2020_29095       K17811  359.00  378.3  2.2e-113 halimadienyl-diphosphate synthase [EC:5.5.1.16]
* R7A2020_29105       K21118  788.17  963.7  4.4e-291 cytochrome P450 family 117 subfamily A
* R7A2020_29110       K00059  270.10  278.6   2.3e-83 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* R7A2020_29110       K05337   39.27   65.4     2e-18 ferredoxin
* R7A2020_29115       K21117  434.10  873.9  4.7e-264 cytochrome P450 family 114
* R7A2020_29120       K21116  828.43  901.0  2.6e-272 cytochrome P450 family 112 subfamily A
* R7A2020_29130       K03607   50.80  111.9   1.7e-32 ProP effector
* R7A2020_29145       K03566  200.83  274.4   5.5e-82 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_29165       K07046  176.87  279.5   1.5e-83 L-fuconolactonase [EC:3.1.1.-]
* R7A2020_29170       K00059  270.10  276.5   1.1e-82 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* R7A2020_29175       K00615  238.27  259.4   3.1e-77 transketolase [EC:2.2.1.1]
* R7A2020_29200       K06940   29.73   50.7   5.5e-14 uncharacterized protein
* R7A2020_29220       K07459  140.37  151.2     2e-44 putative ATP-dependent endonuclease of the OLD family
* R7A2020_29260       K06024   60.27  151.2   1.6e-44 segregation and condensation protein B
* R7A2020_29330       K14657  268.10  479.8  1.2e-144 LysR family transcriptional regulator, nod-box dependent transcriptional activator
* R7A2020_29345       K14657  268.10  493.0  1.2e-148 LysR family transcriptional regulator, nod-box dependent transcriptional activator
* R7A2020_29350       K06606  196.77  250.4   6.7e-75 2-keto-myo-inositol isomerase [EC:5.3.99.11]
* R7A2020_29355       K05834  158.67  161.0   7.9e-48 homoserine/homoserine lactone efflux protein
* R7A2020_29360       K07734  101.70  277.0   6.8e-83 transcriptional regulator
* R7A2020_29365       K14659  250.60  356.1  1.8e-107 chitooligosaccharide deacetylase [EC:3.5.1.-]
* R7A2020_29365       K22278  127.07  215.6   3.8e-64 peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]
* R7A2020_29375       K00375  397.60  581.7  7.1e-175 GntR family transcriptional regulator / MocR family aminotransferase
* R7A2020_29385       K00612  343.17  728.2  5.9e-219 carbamoyltransferase [EC:2.1.3.-]
* R7A2020_29390       K09694  163.60  254.5   5.3e-76 lipooligosaccharide transport system permease protein
* R7A2020_29395       K09695  345.50  462.9  1.5e-139 lipooligosaccharide transport system ATP-binding protein
* R7A2020_29395       K01990  252.67  311.6   4.5e-93 ABC-2 type transport system ATP-binding protein
* R7A2020_29395       K10822  138.23  150.8   1.3e-44 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_29400       K14666  397.70  726.0  4.2e-219 N-acetylglucosaminyltransferase [EC:2.4.1.-]
* R7A2020_29405       K14658  118.07  319.8   1.9e-96 nodulation protein A [EC:2.3.1.-]
* R7A2020_29460       K01174   66.93   93.4   4.9e-27 micrococcal nuclease [EC:3.1.31.1]
* R7A2020_29475       K01173   95.57  145.8   6.8e-43 endonuclease G, mitochondrial
* R7A2020_29515       K03497   50.03  104.0   3.9e-30 ParB family transcriptional regulator, chromosome partitioning protein
* R7A2020_29545       K01620  105.27  226.4   2.2e-67 threonine aldolase [EC:4.1.2.48]
* R7A2020_29560       K07275   72.20  223.8   9.1e-67 outer membrane protein
* R7A2020_29565       K20420  419.77  486.9  4.2e-146 2-hydroxy-5-methyl-1-naphthoate 7-hydroxylase [EC:1.14.15.31]
* R7A2020_29575       K00549   48.90  801.9  9.4e-242 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]
* R7A2020_29595       K03704   82.63  141.7   9.7e-42 cold shock protein
* R7A2020_29600       K00856  136.83  164.6   1.1e-48 adenosine kinase [EC:2.7.1.20]
* R7A2020_29605       K00789   20.90  628.5  3.1e-189 S-adenosylmethionine synthetase [EC:2.5.1.6]
* R7A2020_29610       K00600  100.10  610.9  1.1e-183 glycine hydroxymethyltransferase [EC:2.1.2.1]
* R7A2020_29650       K22955  210.60  271.5   1.5e-81 acyl homoserine lactone synthase [EC:2.3.1.184]
* R7A2020_29655       K19732  180.73  270.3   3.1e-81 LuxR family transcriptional regulator, activator of conjugal transfer of Ti plasmids
* R7A2020_29660       K15785  605.57  756.2  4.8e-228 L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]
* R7A2020_29665       K15782  166.60  190.2   5.8e-57 Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes
* R7A2020_29665       K03719  132.03  154.7     1e-45 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* R7A2020_29670       K01676  360.10  589.1  6.8e-177 fumarate hydratase, class I [EC:4.2.1.2]
* R7A2020_29680       K19338  273.80  306.6   9.7e-92 LysR family transcriptional regulator, nitrogen assimilation regulatory protein
* R7A2020_29685       K01644  157.90  287.9   4.5e-86 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
* R7A2020_29690       K18289  439.07  522.4  2.1e-157 itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]
* R7A2020_29695       K04835  429.67  578.6  1.8e-174 methylaspartate ammonia-lyase [EC:4.3.1.2]
* R7A2020_29700       K06987   77.23  207.4   1.6e-61 uncharacterized protein
* R7A2020_29710       K01426  221.77  381.7  2.7e-114 amidase [EC:3.5.1.4]
* R7A2020_29735       K02032  384.37  483.5  3.7e-145 peptide/nickel transport system ATP-binding protein
* R7A2020_29740       K02031  418.00  524.1  2.6e-157 peptide/nickel transport system ATP-binding protein
* R7A2020_29745       K02034  190.03  321.8     3e-96 peptide/nickel transport system permease protein
* R7A2020_29750       K02033  209.53  388.3  1.9e-116 peptide/nickel transport system permease protein
* R7A2020_29755       K02035  240.93  285.6   2.8e-85 peptide/nickel transport system substrate-binding protein
* R7A2020_29785       K01426  221.77  333.0   1.5e-99 amidase [EC:3.5.1.4]
* R7A2020_29800       K01755  179.33  415.0  2.4e-124 argininosuccinate lyase [EC:4.3.2.1]
* R7A2020_29805       K22847  332.13  343.7  7.2e-103 S-sulfo-L-cysteine synthase (3-phospho-L-serine-dependent) [EC:2.8.5.1]
* R7A2020_29810       K16651  188.43  203.2   1.6e-60 L-threonine kinase [EC:2.7.1.177]
* R7A2020_29825       K15783  391.93  517.6    6e-156 ectoine hydrolase [EC:3.5.4.44]
* R7A2020_29840       K01271  295.00  298.3   3.4e-89 Xaa-Pro dipeptidase [EC:3.4.13.9]
* R7A2020_29910       K07497   15.10   17.4   0.00092 putative transposase
* R7A2020_29950       K04763  185.70  187.3     2e-55 integrase/recombinase XerD
* R7A2020_29960       K04763  185.70  213.3   2.6e-63 integrase/recombinase XerD
* R7A2020_29980       K02054  284.80  323.0   9.3e-97 putative spermidine/putrescine transport system permease protein
* R7A2020_29980       K02053  248.57  286.5   1.1e-85 putative spermidine/putrescine transport system permease protein
* R7A2020_29985       K02055  221.97  243.0   2.8e-72 putative spermidine/putrescine transport system substrate-binding protein
* R7A2020_29990       K02052  491.23  512.2    1e-153 putative spermidine/putrescine transport system ATP-binding protein
* R7A2020_29990       K10822  138.23  139.1     5e-41 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_30000       K01271  295.00  297.1   7.8e-89 Xaa-Pro dipeptidase [EC:3.4.13.9]
* R7A2020_30015       K07492   63.07  250.1   8.2e-75 putative transposase
* R7A2020_30030       K22086 1352.13 1547.6         0 methylglutamate dehydrogenase subunit C [EC:1.5.99.5]
* R7A2020_30035       K22085  114.03  124.1     7e-37 methylglutamate dehydrogenase subunit B [EC:1.5.99.5]
* R7A2020_30040       K22084  613.37  729.7  3.2e-220 methylglutamate dehydrogenase subunit A [EC:1.5.99.5]
* R7A2020_30040       K00303  311.43  386.9  4.4e-116 sarcosine oxidase, subunit beta [EC:1.5.3.1]
* R7A2020_30055       K07497   15.10  158.5   1.1e-46 putative transposase
* R7A2020_30055       K07483   40.50   44.2   6.9e-12 transposase
* R7A2020_30060       K02028  368.47  440.4    3e-132 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* R7A2020_30060       K10822  138.23  141.1   1.2e-41 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_30065       K02029  219.70  271.8   4.8e-81 polar amino acid transport system permease protein
* R7A2020_30070       K02030   84.53  122.4   7.2e-36 polar amino acid transport system substrate-binding protein
* R7A2020_30075       K07481   76.70  145.6     1e-42 transposase, IS5 family
* R7A2020_30080       K00639  501.50  693.1  1.4e-208 glycine C-acetyltransferase [EC:2.3.1.29]
* R7A2020_30090       K03719  132.03  173.4     2e-51 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* R7A2020_30115       K07010  125.60  272.0   2.8e-81 putative glutamine amidotransferase
* R7A2020_30135       K22086 1352.13 1533.7         0 methylglutamate dehydrogenase subunit C [EC:1.5.99.5]
* R7A2020_30140       K22085  114.03  122.0   3.2e-36 methylglutamate dehydrogenase subunit B [EC:1.5.99.5]
* R7A2020_30145       K22084  613.37  694.0  2.2e-209 methylglutamate dehydrogenase subunit A [EC:1.5.99.5]
* R7A2020_30145       K00303  311.43  363.6  5.2e-109 sarcosine oxidase, subunit beta [EC:1.5.3.1]
* R7A2020_30150       K07486   29.47  195.6   6.9e-58 transposase
* R7A2020_30160       K00836  450.57  538.6    7e-162 diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]
* R7A2020_30185       K10026   81.33  213.2   1.5e-63 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]
* R7A2020_30190       K01737   29.37  146.2   3.6e-43 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
* R7A2020_30195       K06920   95.13  236.9   1.3e-70 7-cyano-7-deazaguanine synthase [EC:6.3.4.20]
* R7A2020_30220       K01505  248.97  287.9   4.2e-86 1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]
* R7A2020_30230       K16565   35.87   94.0   2.5e-27 exopolysaccharide production repressor protein
* R7A2020_30250       K01874  208.13  240.4   1.3e-71 methionyl-tRNA synthetase [EC:6.1.1.10]
* R7A2020_30255       K21195  145.60  234.5   6.3e-70 2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]
* R7A2020_30260       K03897  386.67  457.9  1.8e-137 lysine N6-hydroxylase [EC:1.14.13.59]
* R7A2020_30280       K01574   81.60  414.4  1.3e-124 acetoacetate decarboxylase [EC:4.1.1.4]
* R7A2020_30310       K02596   90.83  180.7   1.2e-53 nitrogen fixation protein NifX
* R7A2020_30315       K02592  458.77  587.2  5.9e-177 nitrogenase molybdenum-iron protein NifN
* R7A2020_30320       K02587  491.00  769.8  5.8e-232 nitrogenase molybdenum-cofactor synthesis protein NifE
* R7A2020_30325       K02591  462.43  631.4  2.5e-190 nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]
* R7A2020_30330       K02586  552.00  674.1  2.8e-203 nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]
* R7A2020_30335       K02588  362.07  442.4  2.9e-133 nitrogenase iron protein NifH
* R7A2020_30355       K07483   40.50   47.8   5.7e-13 transposase
* R7A2020_30360       K07484   16.87   67.0     7e-19 transposase
* R7A2020_30365       K07484   16.87   91.1   3.4e-26 transposase
* R7A2020_30375       K06223   63.90  140.6   2.7e-41 DNA adenine methylase [EC:2.1.1.72]
* R7A2020_30390       K05780  219.97  357.9  7.8e-108 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]
* R7A2020_30395       K06162   97.60  455.8  4.9e-137 alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]
* R7A2020_30400       K05781  289.67  466.4  5.9e-140 putative phosphonate transport system ATP-binding protein
* R7A2020_30405       K06163  332.57  531.2  4.3e-160 alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]
* R7A2020_30410       K06164  183.73  535.9  1.3e-161 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]
* R7A2020_30415       K06165  126.03  200.5   1.4e-59 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]
* R7A2020_30420       K06166   62.07  177.3   7.6e-53 alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]
* R7A2020_30425       K02043  208.13  262.8   8.7e-79 GntR family transcriptional regulator, phosphonate transport system regulatory protein
* R7A2020_30435       K02032  384.37  464.3  2.6e-139 peptide/nickel transport system ATP-binding protein
* R7A2020_30440       K02031  418.00  508.1  1.9e-152 peptide/nickel transport system ATP-binding protein
* R7A2020_30445       K02035  240.93  341.2  4.3e-102 peptide/nickel transport system substrate-binding protein
* R7A2020_30450       K02034  190.03  304.9   4.1e-91 peptide/nickel transport system permease protein
* R7A2020_30455       K02033  209.53  357.9  3.2e-107 peptide/nickel transport system permease protein
* R7A2020_30460       K02043  208.13  236.5   9.3e-71 GntR family transcriptional regulator, phosphonate transport system regulatory protein
* R7A2020_30475       K04720  320.87  454.8  1.2e-136 threonine-phosphate decarboxylase [EC:4.1.1.81]
* R7A2020_30480       K01953  101.93  457.3  4.3e-137 asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
* R7A2020_30505       K01841  343.40  476.4    3e-143 phosphoenolpyruvate phosphomutase [EC:5.4.2.9]
* R7A2020_30525       K05337   39.27   57.5   5.7e-16 ferredoxin
* R7A2020_30540       K24157  255.60  322.2   2.1e-97 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
* R7A2020_30545       K03092   42.97  554.9  5.5e-167 RNA polymerase sigma-54 factor
* R7A2020_30550       K15790   61.97  279.1   2.1e-83 nitrogen fixation protein NifQ
* R7A2020_30575       K04487  290.60  551.8  5.7e-166 cysteine desulfurase [EC:2.8.1.7]
* R7A2020_30580       K02595   52.60  133.8   1.1e-39 nitrogenase-stabilizing/protective protein
* R7A2020_30585       K03521   52.83  259.1   2.4e-77 electron transfer flavoprotein beta subunit
* R7A2020_30590       K03522   70.47  383.8  3.7e-115 electron transfer flavoprotein alpha subunit
* R7A2020_30595       K00313  304.00  538.4  4.4e-162 electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]
* R7A2020_30600       K03855   77.87  117.3   9.1e-35 ferredoxin like protein
* R7A2020_30605       K02584  548.47  676.0  1.6e-203 Nif-specific regulatory protein
* R7A2020_30610       K02585  213.00  636.8  6.9e-192 nitrogen fixation protein NifB
