locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0,rhizo.state,GIFU.state,NFR5.state,COL0.state,ICE.state,invitro.state,TB.state,TY.state,GR.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,DESeq2.LRT,ICESym.DESeq2.LRT,ICESym,WT1.INPUT.norm,WT3.INPUT.norm,NS1.INPUT.norm,NS3.INPUT.nrom,WT1.NFR5.norm,WT3.NFR5.norm,NS1.NFR5.norm,NS3.NFR5.norm,WT1.GIFU.norm,WT3.GIFU.norm,NS1.GIFU.norm,NS3.GIFU.norm,WT1.COL0.norm,WT3.COL0.norm,NS1.COL0.norm,NS3.COL0.norm,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chrom.cluster,ICESym.cluster
R7A2020_26590,0.057,0.097,0.065,0.046,0.044,0.058,0.097,0.054,0.048,0.037,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD-dependent succinate-semialdehyde dehydrogenase,K00135,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],gabD,C,Aldehyde dehydrogenase family,R7A2020_26590,5416336,5417793,1458,1,TRUE,FALSE,FALSE,1873.3,1819.4,2310.6,2133.7,2517.6,1675.3,1762.1,1554.3,2763.7,1404.3,2997.4,1799.6,2007.4,2233.4,2454.6,1214.4,2036.982,0.179,0.433,2.173,0.950,0.997,NA,NA
R7A2020_26595,0.059,0.085,0.048,0.033,0.03,0.039,0.094,0.042,0.04,0.048,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,FAD-binding oxidoreductase,K09471,gamma-glutamylputrescine oxidase [EC:1.4.3.-],ordL,E,FAD dependent oxidoreductase,R7A2020_26595,5417831,5419105,1275,-1,TRUE,FALSE,FALSE,2130.3,746.7,622.1,896.0,597.6,1089.0,662.4,1517.9,1716.1,2077.3,724.7,1412.1,1061.5,623.1,994.5,984.7,1117.953,-0.245,0.589,8.353,0.303,0.722,NA,NA
R7A2020_26600,0.07,0.089,0.046,0.047,0.044,0.07,0.1,0.047,0.053,0.047,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,haloacid dehalogenase type II,K01560,2-haloacid dehalogenase [EC:3.8.1.2],hadL,S,Haloacid dehalogenase-like hydrolase,R7A2020_26600,5419122,5419790,669,-1,TRUE,FALSE,FALSE,258.3,2111.2,967.1,871.8,1028.4,1718.0,1119.4,446.4,115.2,1314.1,427.4,298.0,733.0,364.3,1095.5,1207.9,882.310,0.239,0.873,6.901,0.439,0.813,NA,NA
R7A2020_26605,0.056,0.07,0.041,0.036,0.027,0.052,0.076,0.029,0.042,0.021,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GNAT family N-acetyltransferase,NA,NA,NA,K,Acetyltransferase (GNAT) domain,R7A2020_26605,5420109,5420948,840,1,TRUE,FALSE,FALSE,1084.2,608.8,879.5,746.2,485.8,909.2,324.0,1623.8,559.1,611.6,1435.4,424.4,901.3,851.4,746.5,82.5,768.772,0.738,0.846,3.037,0.882,0.980,NA,NA
R7A2020_26610,0.062,0.111,0.058,0.056,0.055,0.059,0.1,0.053,0.05,0.051,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,aspartate aminotransferase family protein,K12256,putrescine---pyruvate transaminase [EC:2.6.1.113],y4uB,H,Aminotransferase class-III,R7A2020_26610,5420963,5422336,1374,1,TRUE,FALSE,FALSE,2182.5,1512.5,1599.6,2645.7,1622.5,2212.9,1153.6,2105.5,3303.5,2489.2,1795.4,1209.9,2160.5,1277.2,1533.6,2743.9,1976.106,-0.172,0.456,6.121,0.526,0.856,NA,NA
R7A2020_26615,0.028,0.065,0.031,0.028,0.024,0.037,0.05,0.023,0.026,0.02,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,HAD-IA family hydrolase,NA,NA,hadL,S,Haloacid dehalogenase-like hydrolase,R7A2020_26615,5422574,5423296,723,1,TRUE,FALSE,FALSE,206.1,584.7,334.6,285.0,558.9,84.5,79.0,215.2,841.6,249.2,151.0,82.1,425.8,631.5,323.3,582.8,353.208,-0.508,0.946,9.171,0.241,0.675,NA,NA
R7A2020_26620,0.041,0.066,0.031,0.027,0.031,0.039,0.075,0.031,0.04,0.019,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter substrate-binding protein,K02035,peptide/nickel transport system substrate-binding protein,dppA,E,"COG0747 ABC-type dipeptide transport system, periplasmic component",R7A2020_26620,5423361,5424971,1611,1,TRUE,FALSE,FALSE,1171.7,975.1,1462.4,620.7,1170.2,2421.5,1891.1,1088.6,1127.5,1314.1,1327.4,854.0,1208.5,815.9,725.6,1912.0,1257.429,0.430,0.569,3.688,0.815,0.963,NA,NA
R7A2020_26625,0.066,0.09,0.049,0.042,0.038,0.038,0.093,0.049,0.048,0.028,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K02033,peptide/nickel transport system permease protein,ophB,EP,Binding-protein-dependent transport system inner membrane component,R7A2020_26625,5425058,5426008,951,1,TRUE,FALSE,FALSE,1043.3,1641.3,820.7,411.8,1160.8,1397.1,1203.7,1335.9,1283.1,1178.8,1977.7,2254.6,2642.1,1152.9,1541.4,430.6,1343.641,0.362,0.566,12.152,0.096,0.483,NA,NA
R7A2020_26630,0.063,0.091,0.058,0.026,0.04,0.054,0.098,0.036,0.047,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K02034,peptide/nickel transport system permease protein,dppC,EP,COG1173 ABC-type dipeptide oligopeptide nickel transport systems permease components,R7A2020_26630,5426005,5426856,852,1,TRUE,FALSE,FALSE,697.4,1674.5,646.9,454.0,681.9,859.5,1236.6,859.6,1174.6,1959.7,365.8,533.9,1401.1,660.6,531.3,1790.0,972.358,-0.606,0.628,11.970,0.102,0.500,NA,NA
R7A2020_26635,0.054,0.094,0.05,0.04,0.036,0.048,0.087,0.039,0.042,0.035,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter ATP-binding protein,K02032,peptide/nickel transport system ATP-binding protein,dppD,P,Belongs to the ABC transporter superfamily,R7A2020_26635,5426853,5428508,1656,1,TRUE,FALSE,FALSE,1842.3,2203.8,1552.6,1737.6,2288.9,1369.2,2608.9,2291.8,2164.2,2450.0,2695.4,975.1,2581.2,1834.9,549.2,1552.4,1921.810,0.785,0.508,7.124,0.416,0.801,NA,NA
R7A2020_26640,0.034,0.047,0.025,0.027,0.022,0.034,0.044,0.015,0.029,0.012,NE,NE,NE,NE,NA,NE,NE,NE,NE,K,Lrp/AsnC family transcriptional regulator,K15782,"Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes",NA,K,helix_turn_helix ASNC type,R7A2020_26640,5428524,5429000,477,-1,TRUE,FALSE,FALSE,177.9,216.4,108.5,130.4,314.7,7.0,108.0,263.3,90.0,234.4,5.8,124.3,330.5,363.0,159.6,152.2,174.471,0.032,1.365,3.321,0.854,NA,NA,NA
R7A2020_26645,0.064,0.117,0.055,0.05,0.047,0.063,0.102,0.046,0.05,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,FAD-binding oxidoreductase,NA,NA,agaE,E,FAD dependent oxidoreductase,R7A2020_26645,5429224,5430549,1326,1,TRUE,FALSE,FALSE,1706.8,1421.9,1765.6,1432.1,2185.7,2163.2,1934.6,868.1,1986.0,2242.2,2085.7,1223.6,1340.3,1779.2,2446.2,879.2,1719.224,0.374,0.494,2.790,0.904,0.989,NA,NA
R7A2020_26650,0.076,0.128,0.066,0.056,0.054,0.078,0.143,0.064,0.073,0.052,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD(P)/FAD-dependent oxidoreductase,NA,NA,ooxA,C,NAD(FAD)-dependent dehydrogenases,R7A2020_26650,5430588,5431955,1368,-1,TRUE,FALSE,FALSE,1831.0,1866.7,1667.6,1825.8,2651.7,2128.4,1895.1,2835.6,2584.6,2494.4,3153.0,1949.2,1625.2,1082.4,1509.7,3239.1,2149.885,-0.005,0.412,8.061,0.327,0.740,NA,NA
R7A2020_26655,0.085,0.151,0.058,0.085,0.066,0.066,0.132,0.05,0.047,0.062,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,(2Fe-2S)-binding protein,K22550,D-hydroxyproline dehydrogenase subunit gamma,NA,C,2Fe-2S iron-sulfur cluster binding domain,R7A2020_26655,5431952,5432254,303,-1,TRUE,FALSE,FALSE,605.6,471.0,257.5,269.3,616.5,207.7,728.3,416.4,587.7,304.7,223.0,194.8,405.5,246.5,227.7,249.8,376.460,0.774,0.726,7.737,0.356,0.759,NA,NA
R7A2020_26660,0.067,0.12,0.069,0.049,0.057,0.056,0.107,0.043,0.054,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hydantoin utilization protein B,K01474,N-methylhydantoinase B [EC:3.5.2.14],hyuB,EQ,PFAM Hydantoinase B oxoprolinase,R7A2020_26660,5432251,5434236,1986,-1,TRUE,FALSE,FALSE,3224.4,2419.2,1841.4,2261.7,2601.0,3724.2,2111.0,2805.6,4077.1,4619.8,2903.3,2511.5,4493.3,3540.4,3396.5,3033.1,3102.246,-0.038,0.309,18.198,0.011,0.168,NA,NA
R7A2020_26665,0.049,0.105,0.053,0.042,0.055,0.054,0.107,0.046,0.055,0.037,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hydantoinase/oxoprolinase family protein,K01473,N-methylhydantoinase A [EC:3.5.2.14],oplaH,EQ,Hydantoinase/oxoprolinase N-terminal region,R7A2020_26665,5434241,5436319,2079,-1,TRUE,FALSE,FALSE,2003.2,1644.3,2335.4,1903.0,2938.1,2692.8,4845.0,2147.3,2641.8,2185.3,1460.9,1899.7,2123.0,3018.2,1972.3,2896.7,2422.990,0.195,0.396,10.018,0.188,0.618,NA,NA
R7A2020_26670,0.057,0.108,0.067,0.043,0.045,0.061,0.121,0.06,0.065,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,LysR family transcriptional regulator,NA,NA,NA,K,LysR substrate binding domain,R7A2020_26670,5436409,5437314,906,-1,TRUE,FALSE,FALSE,859.7,1393.7,959.2,896.0,462.6,820.8,1689.6,1247.1,692.0,1526.4,999.9,1244.7,1105.1,1439.6,987.3,837.6,1074.748,-0.522,0.501,6.861,0.444,0.817,NA,NA
R7A2020_26675,0.059,0.107,0.059,0.046,0.047,0.056,0.108,0.043,0.055,0.048,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,FAD-binding oxidoreductase,K00303,"sarcosine oxidase, subunit beta [EC:1.5.3.1]",NA,E,COG0665 Glycine D-amino acid,R7A2020_26675,5437428,5438546,1119,1,TRUE,FALSE,FALSE,1578.3,1430.0,1151.4,1216.0,1434.2,1151.6,1851.6,1629.2,833.2,2666.0,783.9,1552.2,1173.0,903.2,644.9,781.6,1300.825,0.844,0.513,9.036,0.250,0.689,NA,NA
R7A2020_26680,0.054,0.092,0.043,0.044,0.04,0.047,0.085,0.038,0.04,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter substrate-binding protein,NA,NA,NA,G,ABC-type sugar transport system periplasmic component,R7A2020_26680,5439177,5440199,1023,1,TRUE,FALSE,FALSE,1637.6,1038.5,1056.0,908.1,1335.3,918.1,1513.2,612.3,1232.6,1172.1,1146.2,653.9,731.0,1528.9,1170.2,1090.2,1111.743,-0.018,0.537,1.508,0.982,1.000,NA,NA
R7A2020_26685,0.053,0.096,0.05,0.045,0.043,0.058,0.088,0.042,0.039,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ATP-binding cassette domain-containing protein,NA,NA,NA,G,"ABC-type sugar transport system, ATPase component",R7A2020_26685,5440309,5442750,2442,1,TRUE,FALSE,FALSE,3632.3,2233.0,3254.1,2766.4,2299.2,3015.7,2861.7,2852.7,2076.0,3281.2,2090.4,2892.7,3300.0,3266.0,1680.0,3713.5,2832.843,-0.036,0.397,1.493,0.983,1.000,NA,NA
R7A2020_26690,0.073,0.134,0.074,0.066,0.06,0.078,0.134,0.073,0.066,0.053,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,NA,NA,NA,G,Belongs to the binding-protein-dependent transport system permease family,R7A2020_26690,5442747,5443772,1026,1,TRUE,FALSE,FALSE,1901.6,2027.7,1505.5,1520.3,3053.3,2705.7,2681.3,4100.8,2122.2,2340.6,3593.1,1922.8,2367.3,1356.8,2604.6,1314.2,2322.263,0.542,0.418,11.582,0.115,0.522,NA,NA
R7A2020_26695,0.068,0.105,0.043,0.037,0.04,0.052,0.094,0.043,0.038,0.05,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD(P)-binding domain-containing protein,K23245,D-apionate oxidoisomerase [EC:1.1.1.421],NA,S,Phosphogluconate dehydrogenase (decarboxylating) C-term,R7A2020_26695,5443878,5444705,828,1,TRUE,FALSE,FALSE,941.6,1343.4,1190.6,1331.9,560.6,1687.2,442.5,1624.9,344.7,829.0,938.3,702.4,371.1,609.5,1105.1,778.7,928.016,0.241,0.664,7.033,0.425,0.804,NA,NA
R7A2020_26700,0.052,0.096,0.035,0.036,0.045,0.062,0.09,0.037,0.045,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,D-ribose ABC transporter substrate-binding protein,K17202,erythritol transport system substrate-binding protein,rbsB_1,G,Periplasmic binding protein-like domain,R7A2020_26700,5445006,5445947,942,1,TRUE,FALSE,FALSE,451.7,984.2,1399.7,996.2,104.9,1380.2,1507.9,883.1,560.0,757.3,1249.6,1283.7,1193.3,777.0,984.9,154.3,918.527,0.370,0.849,3.847,0.797,0.959,NA,NA
R7A2020_26705,0.067,0.093,0.053,0.055,0.044,0.06,0.113,0.067,0.053,0.048,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF2291 family protein,NA,NA,NA,S,Predicted periplasmic lipoprotein (DUF2291),R7A2020_26705,5446026,5446691,666,1,TRUE,FALSE,FALSE,938.8,1385.7,1040.3,641.2,832.3,1484.5,1241.9,1168.9,760.9,2469.3,1537.6,691.8,531.3,1953.3,1369.8,813.2,1180.720,0.072,0.653,2.101,0.954,0.998,NA,NA
R7A2020_26710,0.064,0.107,0.053,0.045,0.047,0.052,0.095,0.046,0.044,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar ABC transporter ATP-binding protein,K17204,erythritol transport system ATP-binding protein,rbsA_1,G,ATPases associated with a variety of cellular activities,R7A2020_26710,5446688,5448259,1572,1,TRUE,FALSE,FALSE,1607.9,1958.3,1817.9,2139.7,1837.5,1285.8,1629.1,1150.7,1675.7,2740.7,797.8,1291.0,1557.3,1167.2,2449.2,2420.2,1725.060,-0.655,0.403,14.071,0.050,0.369,NA,NA
R7A2020_26715,0.062,0.098,0.046,0.042,0.053,0.056,0.106,0.043,0.052,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ABC transporter permease,K17203,erythritol transport system permease protein,NA,G,Belongs to the binding-protein-dependent transport system permease family,R7A2020_26715,5448252,5449316,1065,1,TRUE,FALSE,FALSE,1912.9,1363.6,1276.8,1554.1,1483.2,1297.7,1278.7,1667.7,966.9,936.2,815.2,2088.2,1886.8,1578.0,203.8,2461.1,1426.992,0.046,0.694,1.872,0.967,0.999,NA,NA
R7A2020_26720,0.06,0.093,0.044,0.052,0.039,0.059,0.116,0.051,0.067,0.047,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,Gfo/Idh/MocA family oxidoreductase,K23244,D-apiose dehydrogenase [EC:1.1.1.420],NA,S,"Oxidoreductase family, NAD-binding Rossmann fold",R7A2020_26720,5449319,5450353,1035,1,TRUE,FALSE,FALSE,1576.9,1828.5,1496.4,821.1,3003.4,806.8,1752.8,2231.9,1711.0,1555.9,1711.8,1181.5,1140.6,1174.9,1519.8,1173.5,1545.600,0.487,0.515,4.633,0.705,0.932,NA,NA
R7A2020_26725,0.068,0.119,0.058,0.052,0.063,0.068,0.114,0.051,0.058,0.043,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,K23246,D-apionate lactonase [EC:3.1.1.-],NA,NA,NA,R7A2020_26725,5450350,5452188,1839,1,TRUE,FALSE,FALSE,2805.1,2139.4,2321.0,2345.0,3742.9,3505.6,2773.5,2119.5,1549.6,2708.9,2653.6,2360.9,3051.7,1789.6,1787.0,2697.9,2526.557,0.678,0.376,5.697,0.576,0.878,NA,NA
R7A2020_26730,0.036,0.056,0.028,0.016,0.016,0.031,0.053,0.02,0.03,0.02,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,transcriptional regulator NanR,K22104,"GntR family transcriptional regulator, sialic acid-inducible nan operon repressor",fadR,K,FCD,R7A2020_26730,5452195,5452908,714,-1,TRUE,FALSE,FALSE,107.3,431.7,688.7,847.7,220.1,840.6,243.6,903.4,760.1,193.8,218.3,272.7,94.3,157.9,152.4,929.5,442.698,-0.044,0.978,9.160,0.241,0.675,NA,NA
R7A2020_26735,0.061,0.103,0.057,0.039,0.048,0.055,0.081,0.045,0.031,0.032,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,ribulose 1,K24268,3-oxoisoapionate-4-phosphate decarboxylase [EC:4.1.1.121],rbcL,G,Belongs to the RuBisCO large chain family,R7A2020_26735,5453091,5454341,1251,1,TRUE,FALSE,FALSE,1109.6,1379.7,1420.6,1252.2,1165.9,1501.4,928.4,1272.7,655.0,2453.0,1322.7,1664.9,1589.7,799.7,1742.2,696.2,1311.972,0.116,0.581,1.130,0.992,1.000,NA,NA
R7A2020_26740,0.073,0.111,0.058,0.043,0.057,0.069,0.114,0.049,0.059,0.038,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,four-carbon acid sugar kinase family protein,K23247,3-oxoisoapionate kinase [EC:2.7.1.231],NA,S,Putative nucleotide-binding of sugar-metabolising enzyme,R7A2020_26740,5454350,5455678,1329,1,TRUE,FALSE,FALSE,2008.9,2544.0,1892.4,2099.9,1840.9,1920.7,1737.0,2325.0,2005.3,2998.0,1786.1,1016.2,1930.3,2298.8,1712.3,1452.7,1977.500,0.235,0.373,7.205,0.408,0.794,NA,NA
R7A2020_26745,0.058,0.111,0.059,0.052,0.056,0.061,0.106,0.045,0.047,0.044,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC,K10112,multiple sugar transport system ATP-binding protein,NA,E,Part of the ABC transporter complex UgpABCE involved in sn-glycerol-3-phosphate import. Responsible for energy coupling to the transport system,ugpC,5455939,5457006,1068,-1,TRUE,FALSE,FALSE,1260.7,1423.9,777.6,1531.1,1402.4,1595.8,1015.4,764.3,1363.8,2200.1,1438.9,956.2,1773.2,1372.9,1215.0,1299.1,1339.361,0.240,0.444,6.511,0.481,0.837,NA,NA
R7A2020_26750,0.06,0.106,0.052,0.041,0.048,0.05,0.087,0.042,0.035,0.027,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF5060 domain-containing protein,NA,NA,NA,S,Domain of unknown function (DUF5060),R7A2020_26750,5457023,5458540,1518,-1,TRUE,FALSE,FALSE,1585.4,2181.7,1504.2,1409.2,861.6,2384.8,1041.7,830.7,1962.4,2666.7,2063.7,1149.9,2367.3,3405.1,718.4,1346.5,1720.929,0.638,0.496,16.633,0.020,0.228,NA,NA
R7A2020_26755,0.061,0.117,0.047,0.047,0.043,0.054,0.102,0.053,0.05,0.035,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,carbohydrate ABC transporter permease,K10119,raffinose/stachyose/melibiose transport system permease protein,NA,G,"ABC-type sugar transport system, permease component",R7A2020_26755,5458559,5459425,867,-1,TRUE,FALSE,FALSE,485.6,1584.9,722.7,1246.2,1227.0,963.8,832.3,1743.7,961.0,408.2,480.8,1294.2,162.2,961.4,559.4,854.1,907.718,0.618,0.770,3.706,0.813,0.963,NA,NA
R7A2020_26760,0.069,0.118,0.058,0.062,0.048,0.064,0.111,0.055,0.047,0.037,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,sugar ABC transporter permease,K10118,raffinose/stachyose/melibiose transport system permease protein,NA,G,COG1175 ABC-type sugar transport systems permease components,R7A2020_26760,5459422,5460375,954,-1,TRUE,FALSE,FALSE,1377.8,1725.8,1130.4,1213.6,2018.9,1649.5,1816.1,1095.1,1321.8,2627.5,585.3,1536.4,1257.2,1668.0,341.9,873.5,1391.859,1.579,0.547,11.835,0.106,0.508,NA,NA
R7A2020_26765,0.036,0.086,0.044,0.04,0.038,0.04,0.088,0.033,0.042,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,carbohydrate ABC transporter substrate-binding protein,K10117,raffinose/stachyose/melibiose transport system substrate-binding protein,NA,G,Bacterial extracellular solute-binding protein,R7A2020_26765,5460461,5461705,1245,-1,TRUE,FALSE,FALSE,622.6,567.6,873.0,1049.3,737.7,1140.7,671.6,2059.5,1405.0,897.8,715.4,719.2,836.4,722.0,945.5,823.2,925.530,0.073,0.538,6.793,0.451,0.822,NA,NA
R7A2020_26770,0.047,0.082,0.041,0.012,0.047,0.018,0.082,0.041,0.018,0.035,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GMP synthase,NA,NA,guaA,F,Catalyzes the synthesis of GMP from XMP,R7A2020_26770,5462138,5462338,201,-1,TRUE,FALSE,FALSE,45.2,54.3,98.0,1.2,92.0,3.0,93.5,9.6,48.8,42.9,59.2,164.3,113.5,21.4,83.1,4.3,58.467,0.109,1.983,0.824,0.997,NA,NA,NA
R7A2020_26775,0.042,0.079,0.044,0.038,0.029,0.041,0.072,0.034,0.037,0.023,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,LysR family transcriptional regulator,NA,NA,NA,K,"Bacterial regulatory helix-turn-helix protein, lysR family",R7A2020_26775,5462459,5463319,861,-1,TRUE,FALSE,FALSE,454.6,643.0,599.9,356.2,583.0,666.7,467.5,848.9,305.2,1976.7,891.9,969.8,154.1,546.7,433.9,373.9,642.535,0.616,0.769,7.954,0.337,0.744,NA,NA
R7A2020_26780,0.042,0.056,0.03,0.027,0.022,0.051,0.064,0.039,0.03,0.025,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alpha/beta hydrolase,NA,NA,NA,S,thiolester hydrolase activity,R7A2020_26780,5463459,5464211,753,1,TRUE,FALSE,FALSE,739.7,720.5,571.1,479.4,253.7,48.7,476.7,811.4,607.1,553.9,326.3,678.2,541.4,87.3,455.4,610.1,499.097,-1.830,0.844,8.569,0.285,0.714,NA,NA
R7A2020_26785,0.051,0.101,0.048,0.051,0.056,0.056,0.087,0.043,0.053,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,SDR family NAD(P)-dependent oxidoreductase,NA,NA,NA,S,KR domain,R7A2020_26785,5464334,5465158,825,1,TRUE,FALSE,FALSE,868.2,833.2,1227.2,566.3,1188.3,847.6,1497.4,577.0,689.5,1375.5,1476.0,355.9,1755.0,554.5,1026.2,1230.2,1006.047,-0.162,0.699,0.666,0.999,1.000,NA,NA
R7A2020_26790,0.061,0.107,0.053,0.053,0.044,0.065,0.127,0.061,0.051,0.054,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alpha/beta hydrolase,K01561,haloacetate dehalogenase [EC:3.8.1.3],NA,S,Alpha/beta hydrolase family,R7A2020_26790,5465209,5466057,849,1,TRUE,FALSE,FALSE,656.4,941.9,565.9,1321.0,1070.5,1938.6,659.8,560.9,1022.4,981.3,1089.3,724.5,494.8,1232.5,1557.5,995.5,990.291,0.223,0.572,6.833,0.446,0.819,NA,NA
R7A2020_26795,0.049,0.082,0.038,0.035,0.035,0.038,0.111,0.058,0.044,0.042,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,VOC family protein,NA,NA,NA,E,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,R7A2020_26795,5466118,5466648,531,1,TRUE,FALSE,FALSE,326.1,803.0,152.9,542.2,224.4,1329.5,541.3,792.1,390.1,968.8,279.9,575.0,450.1,577.8,344.3,593.6,556.393,0.714,0.845,2.766,0.906,0.989,NA,NA
R7A2020_26800,0.06,0.074,0.035,0.042,0.032,0.025,0.074,0.032,0.028,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,ykpB,H,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,R7A2020_26800,5466807,5467139,333,-1,TRUE,FALSE,FALSE,453.2,605.8,155.5,182.3,232.2,346.8,114.6,89.9,260.7,546.5,492.4,93.7,285.9,113.9,713.6,516.0,326.223,-1.101,0.852,13.564,0.060,0.390,NA,NA
R7A2020_26805,0.001,0.001,0.001,0,0,0.004,0.001,0.001,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,F,glutamine-hydrolyzing GMP synthase,K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],guaA,F,Catalyzes the synthesis of GMP from XMP,guaA,5467136,5468698,1563,-1,FALSE,FALSE,FALSE,0.0,8.1,56.2,186.0,0.9,0.0,0.0,0.0,3.4,0.0,7.0,2.1,0.0,0.6,0.6,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_26810,0.056,0.1,0.056,0.044,0.054,0.073,0.136,0.061,0.071,0.058,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,winged helix-turn-helix transcriptional regulator,NA,NA,NA,K,Winged helix DNA-binding domain,R7A2020_26810,5468755,5469237,483,-1,TRUE,FALSE,FALSE,350.1,866.4,496.6,673.8,403.3,807.8,501.8,320.1,644.1,383.8,554.0,714.0,583.0,337.7,245.0,310.8,513.178,1.109,0.667,4.638,0.704,0.932,NA,NA
R7A2020_26815,0.048,0.099,0.04,0.04,0.055,0.055,0.07,0.044,0.033,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_26815,5469322,5469639,318,1,TRUE,FALSE,FALSE,244.2,170.1,381.6,448.0,220.1,119.2,72.4,289.0,196.7,210.8,284.5,172.7,122.7,450.3,118.9,80.4,224.608,0.754,0.946,5.566,0.591,0.886,NA,NA
R7A2020_26820,0.065,0.1,0.057,0.031,0.046,0.054,0.103,0.061,0.033,0.055,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,NA,NA,pfs,F,5'-methylthioadenosine S-adenosylhomocysteine nucleosidase,R7A2020_26820,5469651,5470286,636,-1,TRUE,FALSE,FALSE,422.1,506.2,599.9,620.7,195.2,718.4,458.3,568.4,517.9,336.5,557.4,440.2,219.0,1742.4,910.2,1030.7,617.074,-1.102,0.785,5.759,0.568,0.878,NA,NA
R7A2020_26825,0.077,0.11,0.061,0.064,0.041,0.071,0.13,0.069,0.066,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,PaaI family thioesterase,NA,NA,NA,Q,protein possibly involved in aromatic compounds catabolism,R7A2020_26825,5470286,5470744,459,-1,TRUE,FALSE,FALSE,787.7,389.4,585.5,473.3,571.8,1557.0,711.1,1242.8,544.8,610.8,1099.8,511.8,332.5,791.3,846.9,686.9,735.007,0.459,0.655,4.874,0.675,0.920,NA,NA
