locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym,NSTB_ii,NSGR_ii,NSTY_ii,WTTB_ii,WTGR_ii,WTTY_ii,TY_state,GR_state,TB_state,NS_ii,WT_ii,ES_state,ICE_state
R7A2020_30480,E,asparagine synthase (glutamine-hydrolyzing),K01953,asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4],NA,E,Asparagine synthase,asnB,6291540,6293432,1893,-1,TRUE,NA,NA,NA,0.008074534,0.01552795,0.016149068,NE,NE,NE,NA,0.041614907,NE,NE
R7A2020_30485,S,class I SAM-dependent methyltransferase,NA,NA,NA,Q,Methyltransferase domain,R7A2020_30485,6293465,6294379,915,-1,TRUE,NA,NA,NA,0.007702182,0.003851091,0.015404365,NE,NE,NE,NA,0.026957638,NE,NE
R7A2020_30490,NA,phosphatidylcholine/phosphatidylserine synthase,NA,NA,pssA,I,CDP-alcohol phosphatidyltransferase,R7A2020_30490,6294392,6294994,603,-1,TRUE,NA,NA,NA,0.01754386,0.015594542,0.019493177,NE,NE,NE,NA,0.054580897,NE,NE
R7A2020_30495,NA,phosphocholine cytidylyltransferase family protein,NA,NA,NA,M,MobA-like NTP transferase domain,R7A2020_30495,6294991,6295809,819,-1,TRUE,NA,NA,NA,0.03008596,0.025787966,0.034383954,NE,NE,NE,NA,0.09025788,NE,NE
R7A2020_30500,NA,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,NA,NA,NA,E,DegT/DnrJ/EryC1/StrS aminotransferase family,R7A2020_30500,6295840,6297030,1191,-1,TRUE,NA,NA,NA,0.033563672,0.023692004,0.043435341,NE,NE,NE,NA,0.097729516,NE,NE
R7A2020_30505,NA,phosphoenolpyruvate mutase,K01841,phosphoenolpyruvate phosphomutase [EC:5.4.2.9],pepM,G,Phosphoenolpyruvate phosphomutase,aepX,6297078,6297986,909,-1,TRUE,NA,NA,NA,0.021963824,0.027131783,0.0374677,NE,NE,NE,NA,0.073643411,NE,NE
R7A2020_30510,NA,LLM class flavin-dependent oxidoreductase,NA,NA,NA,C,Luciferase-like monooxygenase,R7A2020_30510,6298495,6299538,1044,-1,TRUE,NA,NA,NA,0.023648649,0.028153153,0.047297297,NE,NE,NE,NA,0.086711712,NE,NE
R7A2020_30515,NA,SDR family oxidoreductase,NA,NA,NA,IQ,short-chain dehydrogenase reductase SDR,R7A2020_30515,6299789,6301429,1641,-1,TRUE,NA,NA,NA,0.053763441,0.030107527,0.055197133,NE,NE,NE,NA,0.136200717,NE,NE
R7A2020_30520,NA,nuclear transport factor 2 family protein,NA,NA,NA,Q,SnoaL-like domain,R7A2020_30520,6301613,6302152,540,-1,TRUE,NA,NA,NA,0.023965142,0.021786492,0.043572985,NE,NE,NE,NA,0.108932462,NE,NE
R7A2020_30525,NA,ferredoxin,K05337,ferredoxin,NA,C,Ferredoxin,R7A2020_30525,6302364,6302609,246,-1,TRUE,NA,NA,NA,0.033333333,0.019047619,0.047619048,NE,NE,NE,NA,0.104761905,NE,NE
R7A2020_30530,NA,cytochrome P450,NA,NA,CYP127A,Q,cytochrome P450,R7A2020_30530,6302648,6303865,1218,-1,TRUE,NA,NA,NA,0.046287367,0.042430087,0.041465767,NE,NE,NE,NA,0.131147541,NE,NE
R7A2020_30535,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30535,6304032,6304232,201,1,TRUE,NA,NA,NA,0.029239766,0.023391813,0.052631579,NE,NE,NE,NA,0.081871345,NE,NE
R7A2020_30540,NA,peroxiredoxin,K24157,thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],NA,O,Peroxiredoxin,R7A2020_30540,6305350,6305898,549,1,TRUE,NA,NA,NA,0.027777778,0.025641026,0.064102564,NE,NE,NE,NA,0.115384615,NE,NE
R7A2020_30545,NA,RNA polymerase factor sigma-54,K03092,RNA polymerase sigma-54 factor,rpoN,K,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,rpoN,6305973,6307427,1455,1,TRUE,NA,NA,NA,0.021001616,0.02180937,0.031502423,NE,NE,NE,NA,0.071890145,NE,NE
R7A2020_30550,NA,nitrogen fixation protein NifQ,K15790,nitrogen fixation protein NifQ,nifQ,S,PFAM NifQ family protein,R7A2020_30550,6307424,6308077,654,-1,TRUE,NA,NA,NA,0.021543986,0.028725314,0.028725314,NE,NE,NE,NA,0.082585278,NE,NE
R7A2020_30555,NA,ferredoxin III,NA,NA,fdxB,C,Ferredoxin,fdxB,6308074,6308391,318,-1,TRUE,NA,NA,NA,0.040441176,0.047794118,0.044117647,NE,NE,NE,NA,0.154411765,NE,NE
R7A2020_30560,NA,hypothetical protein,NA,NA,msi338,S,Evidence 4 Homologs of previously reported genes of,R7A2020_30560,6308388,6308591,204,-1,TRUE,NA,NA,NA,0.034482759,0.028735632,0.017241379,NE,NE,NE,NA,0.08045977,NE,NE
R7A2020_30565,NA,ABC transporter ATP-binding protein,NA,NA,ywjA,V,ABC-type multidrug transport system ATPase and permease,R7A2020_30565,6309223,6311118,1896,-1,TRUE,NA,NA,NA,0.040917545,0.029758215,0.042157471,NE,NE,NE,NA,0.114693118,NE,NE
R7A2020_30570,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30570,6311153,6311308,156,1,TRUE,NA,NA,NA,0.007462687,0.02238806,0.059701493,NE,NE,NE,NA,0.089552239,NE,NE
R7A2020_30575,NA,cysteine desulfurase NifS,K04487,cysteine desulfurase [EC:2.8.1.7],nifS,E,Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine,nifS,6311846,6313102,1257,1,TRUE,NA,NA,NA,0.035514019,0.037383178,0.044859813,NE,NE,NE,NA,0.114953271,NE,NE
R7A2020_30580,NA,nitrogenase stabilizing/protective protein NifW,K02595,nitrogenase-stabilizing/protective protein,nifW,S,May protect the nitrogenase Fe-Mo protein from oxidative damage,nifW,6313083,6313466,384,1,TRUE,NA,NA,NA,0.027522936,0.024464832,0.067278287,NE,NE,NE,NA,0.119266055,NE,NE
R7A2020_30585,NA,electron transfer flavoprotein subunit beta/FixA family protein,K03521,electron transfer flavoprotein beta subunit,etfB,C,Electron transfer flavoprotein,R7A2020_30585,6313649,6314500,852,1,TRUE,NA,NA,NA,0.03862069,0.028965517,0.053793103,NE,NE,NE,NA,0.125517241,NE,NE
R7A2020_30590,NA,electron transfer flavoprotein subunit alpha/FixB family protein,K03522,electron transfer flavoprotein alpha subunit,fixB,C,"Electron transfer flavoprotein, alpha",R7A2020_30590,6314521,6315627,1107,1,TRUE,NA,NA,NA,0.035031847,0.035031847,0.048832272,NE,NE,NE,NA,0.116772824,NE,NE
R7A2020_30595,NA,FAD-dependent oxidoreductase,K00313,electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-],fixC,C,FAD dependent oxidoreductase,R7A2020_30595,6315640,6316947,1308,1,TRUE,NA,NA,NA,0.031446541,0.023360288,0.032345013,NE,NE,NE,NA,0.086253369,NE,NE
R7A2020_30600,NA,ferredoxin family protein,K03855,ferredoxin like protein,fixX,C,Could be a 3Fe-4S cluster-containing protein,R7A2020_30600,6316960,6317259,300,1,TRUE,NA,NA,NA,0.011764706,0.015686275,0.054901961,NE,NE,NE,NA,0.082352941,NE,NE
R7A2020_30605,NA,nif-specific transcriptional activator NifA,K02584,Nif-specific regulatory protein,nifA,KT,Sigma-54 interaction domain,nifA,6317416,6319176,1761,1,TRUE,NA,NA,NA,0.017368069,0.025384102,0.026052104,NE,NE,NE,NA,0.066800267,NE,NE
R7A2020_30610,NA,nitrogenase cofactor biosynthesis protein NifB,K02585,nitrogen fixation protein NifB,nifB,C,cofactor biosynthesis protein NifB,nifB,6319427,6320908,1482,1,TRUE,NA,NA,NA,0.021428571,0.021428571,0.034920635,NE,NE,NE,NA,0.085714286,NE,NE
R7A2020_30615,C,4Fe-4S binding protein,NA,NA,fdx1,C,PFAM 4Fe-4S ferredoxin iron-sulfur binding domain protein,R7A2020_30615,6320941,6321135,195,1,TRUE,NA,NA,NA,0.005988024,0.011976048,0.023952096,NE,NE,NE,NA,0.041916168,NE,NE
R7A2020_30620,Q,nitrogen fixation protein NifZ,K02597,nitrogen fixation protein NifZ,fixU,Q,PFAM NifZ family protein,R7A2020_30620,6321226,6321552,327,1,TRUE,NA,NA,NA,0.007168459,0.025089606,0.021505376,NE,NE,NE,NA,0.053763441,NE,NE
R7A2020_30625,NA,putative nitrogen fixation protein NifT,K02593,nitrogen fixation protein NifT,nifT,Q,PFAM NifT FixU family protein,nifT,6321549,6321761,213,1,TRUE,NA,NA,NA,0.032967033,0.021978022,0.06043956,NE,NE,NE,NA,0.098901099,NE,NE
R7A2020_30630,NA,SIR2 family protein,NA,NA,NA,S,SIR2-like domain,R7A2020_30630,6321803,6322714,912,1,TRUE,NA,NA,NA,0.020618557,0.025773196,0.045103093,NE,NE,NE,NA,0.083762887,NE,NE
R7A2020_30635,G,GDP-L-fucose synthase,K02377,GDP-L-fucose synthase [EC:1.1.1.271],fcl,GM,"Catalyzes the two-step NADP-dependent conversion of GDP- 4-dehydro-6-deoxy-D-mannose to GDP-fucose, involving an epimerase and a reductase reaction",R7A2020_30635,6323772,6324740,969,-1,TRUE,NA,NA,NA,0.010909091,0.012121212,0.024242424,NE,NE,NE,NA,0.044848485,NE,NE
R7A2020_30640,M,GDP-mannose 4,K01711,"GDPmannose 4,6-dehydratase [EC:4.2.1.47]",gmd,M,Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose,gmd,6324813,6325913,1101,-1,TRUE,NA,NA,NA,0.010683761,0.006410256,0.010683761,NE,NE,NE,NA,0.032051282,NE,NE
R7A2020_30645,NA,nodulation protein NodZ,NA,NA,nodZ,F,Fucosyltransferase which adds the fucose moiety of the nod factor on its terminal reducing N-acetylglucosamine end. Uses GDP-fucose as the donor group,R7A2020_30645,6326056,6327045,990,-1,TRUE,NA,NA,NA,0.010688836,0.024940618,0.024940618,NE,NE,NE,NA,0.053444181,NE,NE
R7A2020_30650,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30650,6327508,6327885,378,1,TRUE,NA,NA,NA,0.034055728,0.034055728,0.043343653,NE,NE,NE,NA,0.114551084,NE,NE
R7A2020_30655,NA,FAD-binding oxidoreductase,K18166,FAD-dependent oxidoreductase domain-containing protein 1,NA,E,FAD dependent oxidoreductase,R7A2020_30655,6327976,6329142,1167,-1,TRUE,NA,NA,NA,0.035246727,0.038267875,0.047331319,NE,NE,NE,NA,0.112789527,NE,NE
R7A2020_30660,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30660,6329275,6329442,168,-1,TRUE,NA,NA,NA,0.041666667,0.034722222,0.027777778,NE,NE,NE,NA,0.118055556,NE,NE
R7A2020_30665,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30665,6329480,6329749,270,1,TRUE,NA,NA,NA,0.047826087,0.02173913,0.030434783,NE,NE,NE,NA,0.130434783,NE,NE
R7A2020_30670,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30670,6329981,6330513,533,-1,TRUE,NA,NA,NA,0.037444934,0.030837004,0.044052863,NE,NE,NE,NA,0.107929515,NE,NE
R7A2020_30675,NA,sigma-54-dependent Fis family transcriptional regulator,K10126,"two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD",NA,T,CheY-like receiver AAA-type ATPase and DNA-binding domains,R7A2020_30675,6330573,6331940,1368,-1,TRUE,NA,NA,NA,0.036941581,0.024054983,0.04209622,NE,NE,NE,NA,0.10395189,NE,NE
R7A2020_30680,NA,sensor histidine kinase,K10125,"two-component system, NtrC family, C4-dicarboxylate transport sensor histidine kinase DctB [EC:2.7.13.3]",dctB,T,Signal transduction histidine kinase regulating C4-dicarboxylate transport system,R7A2020_30680,6331937,6333790,1854,-1,TRUE,NA,NA,NA,0.032974001,0.027266963,0.043753963,NE,NE,NE,NA,0.103994927,NE,NE
R7A2020_30685,NA,dicarboxylate/amino acid:cation symporter,K11103,aerobic C4-dicarboxylate transport protein,dctA,C,"Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate",R7A2020_30685,6334065,6335498,1434,1,TRUE,NA,NA,NA,0.030327869,0.029508197,0.039344262,NE,NE,NE,NA,0.097540984,NE,NE
R7A2020_30690,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30690,6335495,6335800,306,1,TRUE,NA,NA,NA,0.026819923,0.030651341,0.042145594,NE,NE,NE,NA,0.099616858,NE,NE
R7A2020_30695,NA,LacI family transcriptional regulator,NA,NA,NA,K,"Bacterial regulatory proteins, lacI family",R7A2020_30695,6335814,6336845,1032,1,TRUE,NA,NA,NA,0.034168565,0.023917995,0.038724374,NE,NE,NE,NA,0.102505695,NE,NE
R7A2020_30700,NA,nif-specific transcriptional activator NifA,K02584,Nif-specific regulatory protein,nifA,KT,PFAM sigma-54 factor interaction domain-containing protein,nifA,6337473,6339215,1743,1,TRUE,NA,NA,NA,0.047233468,0.028340081,0.045883941,NE,NE,NE,NA,0.115384615,NE,NE
R7A2020_30705,NA,hypothetical protein,NA,NA,NA,F,belongs to the nudix hydrolase family,R7A2020_30705,6339789,6340748,960,1,TRUE,NA,NA,NA,0.051470588,0.025735294,0.0625,NE,NE,NE,NA,0.144607843,NE,NE
R7A2020_30710,NA,quinolinate synthase NadA,K03517,quinolinate synthase [EC:2.5.1.72],nadA,H,Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate,nadA,6340813,6341787,975,1,TRUE,NA,NA,NA,0.055421687,0.043373494,0.055421687,NE,NE,NE,NA,0.155421687,NE,NE
R7A2020_30715,NA,L-aspartate oxidase,K00278,L-aspartate oxidase [EC:1.4.3.16],nadB,H,Catalyzes the oxidation of L-aspartate to iminoaspartate,R7A2020_30715,6341784,6343325,1542,1,TRUE,NA,NA,NA,0.057971014,0.049580473,0.066361556,NE,NE,NE,NA,0.153318078,NE,NE
R7A2020_30720,NA,carboxylating nicotinate-nucleotide diphosphorylase,K00767,nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19],nadC,H,Belongs to the NadC ModD family,R7A2020_30720,6343327,6344208,882,1,TRUE,NA,NA,NA,0.053333333,0.034666667,0.052,NE,NE,NE,NA,0.132,NE,NE
R7A2020_30725,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30725,6344219,6344566,348,1,TRUE,NA,NA,NA,0.026936027,0.04040404,0.050505051,NE,NE,NE,NA,0.101010101,NE,NE
R7A2020_30730,NA,biotin synthase BioB,K01012,biotin synthase [EC:2.8.1.6],bioB,H,Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism,bioB,6344713,6345708,996,1,TRUE,NA,NA,NA,0.060141509,0.037735849,0.058962264,NE,NE,NE,NA,0.149764151,NE,NE
R7A2020_30735,NA,8-amino-7-oxononanoate synthase,K00652,8-amino-7-oxononanoate synthase [EC:2.3.1.47],bioF,E,"Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide",R7A2020_30735,6345705,6346844,1140,1,TRUE,NA,NA,NA,0.066047472,0.042311662,0.061919505,NE,NE,NE,NA,0.172342621,NE,NE
R7A2020_30740,NA,ATP-dependent dethiobiotin synthetase BioD,K01935,dethiobiotin synthetase [EC:6.3.3.3],bioD,H,"Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring",bioD,6346841,6347476,636,1,TRUE,NA,NA,NA,0.066420664,0.035055351,0.042435424,NE,NE,NE,NA,0.162361624,NE,NE
R7A2020_30745,NA,adenosylmethionine--8-amino-7-oxononanoate transaminase,K00833,adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62],bioA,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,R7A2020_30745,6347476,6348741,1266,1,TRUE,NA,NA,NA,0.058495822,0.04549675,0.058495822,NE,NE,NE,NA,0.159702878,NE,NE
R7A2020_30750,NA,beta-ketoacyl-ACP synthase III,K00648,3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180],fabH2,I,synthase III,R7A2020_30750,6348738,6349721,984,1,TRUE,NA,NA,NA,0.052568698,0.040621266,0.054958184,NE,NE,NE,NA,0.148148148,NE,NE
R7A2020_30755,NA,aspartate 1-decarboxylase,K01579,aspartate 1-decarboxylase [EC:4.1.1.11],panD,H,Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine,R7A2020_30755,6349780,6350232,453,1,TRUE,NA,NA,NA,0.054404145,0.028497409,0.044041451,NE,NE,NE,NA,0.137305699,NE,NE
R7A2020_30760,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30760,6350668,6350859,192,-1,TRUE,NA,NA,NA,0.054878049,0.024390244,0.036585366,NE,NE,NE,NA,0.115853659,NE,NE
R7A2020_30765,NA,co-chaperone GroES,K04078,chaperonin GroES,groS,O,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,R7A2020_30765,6351686,6351982,297,1,TRUE,NA,NA,NA,0.043307087,0.015748031,0.035433071,NE,NE,NE,NA,0.090551181,NE,NE
R7A2020_30770,NA,chaperonin GroEL,K04077,chaperonin GroEL,groL,O,Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions,groL,6352045,6353703,1659,1,TRUE,NA,NA,NA,0.069405099,0.041076487,0.063031161,NE,NE,NE,NA,0.173512748,NE,NE
R7A2020_30775,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30775,6353810,6353944,135,1,TRUE,NA,NA,NA,0.051724138,0.00862069,0.034482759,NE,NE,NE,NA,0.112068966,NE,NE
R7A2020_30780,NA,NAD-dependent succinate-semialdehyde dehydrogenase,K00135,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],gabD,C,Aldehyde dehydrogenase family,R7A2020_30780,6354254,6355747,1494,1,TRUE,NA,NA,NA,0.027537372,0.021243116,0.04563336,NE,NE,NE,NA,0.091266719,NE,NE
R7A2020_30785,NA,transposase,NA,NA,syrB,L,"Transposase, IS3 IS911 family protein",R7A2020_30785,6356055,6356519,465,-1,TRUE,NA,NA,NA,0.03030303,0.03030303,0.037878788,NE,NE,NE,NA,0.098484848,NE,NE
R7A2020_30790,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30790,6356752,6356961,210,-1,TRUE,NA,NA,NA,0.005586592,0.011173184,0.022346369,NE,NE,NE,NA,0.05027933,NE,NE
R7A2020_30795,NA,cytochrome-c peroxidase,K00428,cytochrome c peroxidase [EC:1.11.1.5],ccpA,C,Di-haem cytochrome c peroxidase,R7A2020_30795,6357065,6358150,1086,-1,TRUE,NA,NA,NA,0.051948052,0.027056277,0.051948052,NE,NE,NE,NA,0.122294372,NE,NE
R7A2020_30800,NA,transcriptional regulator,NA,NA,exsI,K,sequence-specific DNA binding,R7A2020_30800,6358842,6359198,357,1,TRUE,NA,NA,NA,0.039344262,0.02295082,0.036065574,NE,NE,NE,NA,0.101639344,NE,NE
R7A2020_30805,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_30805,6359557,6359730,174,1,TRUE,NA,NA,NA,0.033557047,0.020134228,0.026845638,NE,NE,NE,NA,0.093959732,NE,NE
R7A2020_30810,NA,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,K16011,mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8],cpsB,GM,Belongs to the mannose-6-phosphate isomerase type 2 family,R7A2020_30810,6360218,6361633,1416,-1,TRUE,NA,NA,NA,0.039834025,0.028215768,0.048962656,NE,NE,NE,NA,0.114522822,NE,NE
R7A2020_30815,NA,phosphomannomutase,NA,NA,noeK,G,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",R7A2020_30815,6361633,6363066,1434,-1,TRUE,NA,NA,NA,0.013114754,0.024590164,0.030327869,NE,NE,NE,NA,0.074590164,NE,NE
R7A2020_30820,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30820,6363460,6364030,571,1,TRUE,NA,NA,NA,0.032921811,0.022633745,0.041152263,NE,NE,NE,NA,0.082304527,NE,NE
R7A2020_30825,NA,7-cyano-7-deazaguanine synthase QueC,K06920,7-cyano-7-deazaguanine synthase [EC:6.3.4.20],queC,F,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),queC,6364548,6365246,699,1,TRUE,NA,NA,NA,0.040268456,0.033557047,0.052013423,NE,NE,NE,NA,0.112416107,NE,NE
R7A2020_30830,NA,6-carboxytetrahydropterin synthase QueD,K01737,6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50],queD,H,synthase,queD,6365246,6365602,357,1,TRUE,NA,NA,NA,0.039344262,0.036065574,0.052459016,NE,NE,NE,NA,0.095081967,NE,NE
R7A2020_30835,NA,7-carboxy-7-deazaguanine synthase QueE,K10026,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],queE,H,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",queE,6365599,6366336,738,1,TRUE,NA,NA,NA,0.033386328,0.025437202,0.044515103,NE,NE,NE,NA,0.100158983,NE,NE
R7A2020_30840,NA,phosphomethylpyrimidine synthase ThiC,K03147,phosphomethylpyrimidine synthase [EC:4.1.99.17],thiC,H,Catalyzes the synthesis of the hydroxymethylpyrimidine phosphate (HMP-P) moiety of thiamine from aminoimidazole ribotide (AIR) in a radical S-adenosyl-L-methionine (SAM)-dependent reaction,thiC,6366838,6368673,1836,1,TRUE,NA,NA,NA,0.059539052,0.042253521,0.04993598,NE,NE,NE,NA,0.142765685,NE,NE
R7A2020_30845,NA,glycine oxidase ThiO,K03153,glycine oxidase [EC:1.4.3.19],thiO,E,thiamine biosynthesis oxidoreductase thiO,thiO,6368670,6369671,1002,1,TRUE,NA,NA,NA,0.057511737,0.017605634,0.052816901,NE,NE,NE,NA,0.122065728,NE,NE
R7A2020_30850,NA,sulfur carrier protein ThiS,K03154,sulfur carrier protein,thiS,H,ThiS family,thiS,6369640,6369837,198,1,TRUE,NA,NA,NA,0.052941176,0.023529412,0.047058824,NE,NE,NE,NA,0.123529412,NE,NE
R7A2020_30855,NA,thiazole synthase,K03149,thiazole synthase [EC:2.8.1.10],thiG,H,"Catalyzes the rearrangement of 1-deoxy-D-xylulose 5- phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S",R7A2020_30855,6369839,6370612,774,1,TRUE,NA,NA,NA,0.071320182,0.056145675,0.057663126,NE,NE,NE,NA,0.17754173,NE,NE
R7A2020_30860,NA,thiamine phosphate synthase,K00788,thiamine-phosphate pyrophosphorylase [EC:2.5.1.3],thiE,H,Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP),R7A2020_30860,6370609,6371214,606,1,TRUE,NA,NA,NA,0.044573643,0.029069767,0.044573643,NE,NE,NE,NA,0.108527132,NE,NE
R7A2020_30865,NA,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,NA,NA,thiD,H,Phosphomethylpyrimidine kinase,R7A2020_30865,6371205,6371975,771,1,TRUE,NA,NA,NA,0.054878049,0.033536585,0.06097561,NE,NE,NE,NA,0.137195122,NE,NE
R7A2020_30870,NA,LLM class flavin-dependent oxidoreductase,NA,NA,NA,C,Luciferase-like monooxygenase,R7A2020_30870,6372237,6373265,1029,-1,TRUE,NA,NA,NA,0.015981735,0.014840183,0.039954338,NE,NE,NE,NA,0.074200913,NE,NE
R7A2020_30875,E,histidinol-phosphate transaminase,K00817,histidinol-phosphate aminotransferase [EC:2.6.1.9],hisC3,E,Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,hisC,6373392,6374501,1110,-1,TRUE,NA,NA,NA,0.011652542,0.007415254,0.012711864,NE,NE,NE,NA,0.037076271,NE,NE
R7A2020_30880,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30880,6375499,6376183,685,-1,TRUE,NA,NA,NA,0.042881647,0.032590051,0.046312178,NE,NE,NE,NA,0.130360206,NE,NE
R7A2020_30885,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30885,6377112,6377470,359,1,TRUE,NA,NA,NA,0.029315961,0.026058632,0.029315961,NE,NE,NE,NA,0.087947883,NE,NE
R7A2020_30890,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_30890,6377537,6378534,998,1,TRUE,NA,NA,NA,0.1,0.050588235,0.083529412,NE,NE,NE,NA,0.210588235,NE,NE
R7A2020_30895,NA,IS3 family transposase,K07497,putative transposase,NA,L,Integrase core domain,R7A2020_30895,6378552,6379741,1190,-1,TRUE,NA,NA,NA,0.089920949,0.050395257,0.083003953,NE,NE,NE,NA,0.201581028,NE,NE
R7A2020_30900,NA,transposase,NA,NA,NA,L,Integrase core domain,R7A2020_30900,6379756,6380004,249,1,TRUE,NA,NA,NA,0.042253521,0.051643192,0.061032864,NE,NE,NE,NA,0.145539906,NE,NE
R7A2020_30905,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_30905,6380024,6380340,317,1,TRUE,NA,NA,NA,0.007380074,0.003690037,0.018450185,NE,NE,NE,NA,0.036900369,NE,NE
R7A2020_30910,HYP,hypothetical protein,NA,NA,NA,I,Catalyzes the reversible phosphatidyl group transfer from one phosphatidylglycerol molecule to another to form cardiolipin (CL) (diphosphatidylglycerol) and glycerol,R7A2020_30910,6380415,6382190,1776,-1,TRUE,NA,NA,NA,0.003309067,0.008603574,0.017207148,NE,NE,NE,NA,0.030443415,NE,NE
